"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KIF5B",13002.70156886,1.5969628719364,0.0381781720086633,41.8292125556461,0,0
"KLF10",3690.2896967028,3.95275445515906,0.0617619099853614,63.9998739691815,0,0
"TINCR",605.433337969404,3.69943778383764,0.134670275914431,27.4703364103023,3.97178366891725e-166,1.75799088753615e-162
"ATF3",795.855035889318,2.42855482938761,0.104333201362705,23.276912791595,7.59724772934863e-120,1.86816321664683e-116
"AEN",976.659977164246,2.28830272513928,0.109981091617252,20.8063285378441,3.79304820369916e-96,5.99599641400472e-93
"FOS",1259.45277288325,1.56570142630816,0.0817823531257278,19.1447343646512,1.07083265687366e-81,1.18492987646355e-78
"EGR1",758.011284382943,2.21458398595823,0.117301884599083,18.8793555493783,1.68631015180345e-79,1.69635136225283e-76
"H2AJ",548.292260519735,2.05313442012186,0.121147955495527,16.947330326162,2.01393342619637e-64,1.1142590163788e-61
"IQCN",648.509123654236,1.87801331042056,0.114948463413198,16.3378722486249,5.30729164846197e-60,2.30305238180611e-57
"HRK",1034.85984496922,1.63256270095734,0.110706297825648,14.7467915829727,3.22642589242899e-49,9.2732508344605e-47
"CCDC88B",397.980822936254,2.16046453658605,0.147005546504834,14.6964831460628,6.78954574050927e-49,1.92640303568219e-46
"SYNPR",948.463132448819,-1.52712477927475,0.104051698347748,-14.6765963797245,9.10472609608561e-49,2.55059105357558e-46
"NR1D1",217.64282989598,3.30106669097963,0.225466733050682,14.6410366013402,1.53706777967029e-48,4.14839597949795e-46
"FSTL5",751.005790842125,-1.59755116301013,0.109575343904522,-14.5794766056326,3.7941438884473e-48,9.87861157590909e-46
"EDA2R",357.831762176051,2.43534792505981,0.179310482376111,13.5817376250853,5.13925681980892e-42,9.47807438993261e-40
"SEMA5A",468.44436296112,-1.76649170127203,0.130834256584423,-13.5017521204943,1.52700844787426e-41,2.74749788291912e-39
"TCHH",329.62075876164,2.46095437254759,0.184386651681038,13.3467056867255,1.23803987899461e-40,2.14055160640858e-38
"AOC3",279.96777440844,2.29767549888184,0.172251389610039,13.3390825123882,1.3713692282035e-40,2.33459787610551e-38
"AMH",587.380608393168,1.52237366490748,0.117510210325698,12.9552458521518,2.1943195038009e-38,3.32619759853545e-36
"LRRN4CL",148.851025318202,3.24543360066601,0.252503134791652,12.8530428081375,8.26924017730011e-38,1.19995315645546e-35
"CTNNAL1",435.867710902879,1.96577983900953,0.155266415975482,12.6606892202622,9.7638356863515e-37,1.35052154734153e-34
"MIR4435-2HG",234.809349412908,2.38483142111616,0.19454731501342,12.2583620388266,1.51531902572347e-34,1.91631573475921e-32
"CSRNP1",374.363503960297,1.68636535335257,0.139666566876361,12.0742235673726,1.44521911021978e-33,1.71957764130505e-31
"CDH20",509.589680357633,-1.57210702633986,0.131609507351715,-11.9452390482591,6.87523926791558e-33,7.8837264372145e-31
"CFAP53",211.186709427738,2.46809408059497,0.206832998511249,11.9327868297608,7.98546075893394e-33,9.10959959051377e-31
"IQGAP2",442.357915668582,1.61922278073575,0.14334744080134,11.295791342238,1.37658492484476e-29,1.29089834626015e-27
"GPR35",186.512229666257,2.49294066301562,0.221414858791324,11.2591389603402,2.08788699729005e-29,1.93334841577515e-27
"TNXB",274.61868650512,2.2601969593786,0.203901074473277,11.0847721877739,1.48728527447293e-28,1.30099250629883e-26
"ARID5A",230.067931981509,1.91259406047808,0.175607771572616,10.8912837020268,1.2683964076629e-27,1.02823739553068e-25
"HLF",191.15658500772,2.76987713836128,0.256187722763254,10.811904288329,3.02328007598255e-27,2.35592293526654e-25
"TOP2A",230.247246405787,-1.98697582313532,0.19090831092012,-10.4080111209339,2.27933791745008e-25,1.61679575163743e-23
"NLRP3",76.6894947420151,3.80104108984389,0.376665592718385,10.0912883027406,6.03719091982133e-24,3.79571227973199e-22
"MVP",246.77233311903,1.71023600602341,0.174058432177884,9.82564294429346,8.731506764392e-23,4.96753152192183e-21
"GPRC5C",378.445569676608,1.53005025296472,0.156413820352534,9.78206560977926,1.3443835802828e-22,7.57062417690551e-21
"PLA2G4C",303.261130505447,1.59435405600939,0.16510014826917,9.65689051599181,4.59602532994147e-22,2.46282413019212e-20
"MIF-AS1",173.40700267419,1.92665791683473,0.203640020547586,9.46109665307421,3.04730252861841e-21,1.52234429482741e-19
"GABRR2",86.969920281336,2.84733036622306,0.315491902826171,9.02505053447241,1.79612452861867e-19,7.64423691208843e-18
"CASS4",60.5783450085607,5.26734469877144,0.584926842759606,9.00513417014822,2.1540226598076e-19,9.1323133111498e-18
"PIWIL2",132.002112843155,2.87922579488257,0.327198290007927,8.79963582576428,1.37260849505574e-18,5.40519548115279e-17
"HTR2C",225.015599051817,-1.75418568819613,0.202186914498521,-8.67605944008291,4.09718079983424e-18,1.55798467836996e-16
"DCAF4L1",95.1429309865965,2.49205576063323,0.29015803242236,8.58861545147832,8.80235931170828e-18,3.25217051631746e-16
"CIART",217.439584491266,1.57421481208721,0.186765951663877,8.42881048747223,3.49196573223281e-17,1.22086403823135e-15
"MGAM2",63.1196822470169,3.49193367668141,0.419015624169749,8.33365983333067,7.83809162787995e-17,2.64428057647273e-15
"FUT7",137.873635157127,1.90743923932099,0.229964071643298,8.29450977142054,1.09033916009834e-16,3.62861593265209e-15
"WWTR1",152.02727114041,1.79930712137702,0.219330923499958,8.20361804284003,2.33258402758829e-16,7.56926937163586e-15
"GUCA1B",176.17603373726,1.84816975890391,0.226421313237968,8.16252557002657,3.2809109593133e-16,1.05079363879251e-14
