"gene","module"
"MEMO1P2","darkolivegreen"
"MGC32805","darkolivegreen"
"MICOS10P3","darkolivegreen"
"MIP","darkolivegreen"
"MIPEPP1","darkolivegreen"
"MIR1296","darkolivegreen"
"MIR3174","darkolivegreen"
"MIR3180-4","darkolivegreen"
"MIR3186","darkolivegreen"
"MIR340","darkolivegreen"
"MIR3649","darkolivegreen"
"MIR4481","darkolivegreen"
"MIR5692A1","darkolivegreen"
"MIR6724-3","darkolivegreen"
"MOGAT2","darkolivegreen"
"MS4A5","darkolivegreen"
"MTIF2P1","darkolivegreen"
"MYG1-AS1","darkolivegreen"
"MZB1","darkolivegreen"
"NCAPGP1","darkolivegreen"
"NDUFAF4P4","darkolivegreen"
"NDUFB10P2","darkolivegreen"
"NDUFB4P3","darkolivegreen"
"NEDD8P1","darkolivegreen"
"NFATC1","darkolivegreen"
"NGFR-AS1","darkolivegreen"
"NPM1P12","darkolivegreen"
"NPM1P46","darkolivegreen"
"NUDT19P5","darkolivegreen"
"NUP133-DT","darkolivegreen"
"NUTF2P7","darkolivegreen"
"ODF3L1","darkolivegreen"
"ODF3L2","darkolivegreen"
"OFD1P17","darkolivegreen"
"OR10G3","darkolivegreen"
"OR1A1","darkolivegreen"
"OR2A42","darkolivegreen"
"OR2AK2","darkolivegreen"
"OR2L2","darkolivegreen"
"OR2T2","darkolivegreen"
"OR4A10P","darkolivegreen"
"OR5AK4P","darkolivegreen"
"OR6J1","darkolivegreen"
"OR6N2","darkolivegreen"
"OR6T1","darkolivegreen"
"OR6X1","darkolivegreen"
"OR7A19P","darkolivegreen"
"OR7E55P","darkolivegreen"
"OR8S21P","darkolivegreen"
"PABPC1P7","darkolivegreen"
"PAK6-AS1","darkolivegreen"
"PCP2","darkolivegreen"
"PDCL2","darkolivegreen"
"PERCC1","darkolivegreen"
"PGAM1P11","darkolivegreen"
"PGAM1P4","darkolivegreen"
"PGLYRP1","darkolivegreen"
"PHF10P1","darkolivegreen"
"PIK3R5-DT","darkolivegreen"
"PIK3R6","darkolivegreen"
"PKP3","darkolivegreen"
"PMS2P10","darkolivegreen"
"PPEF1-AS1","darkolivegreen"
"PPP1R9A-AS1","darkolivegreen"
"PRAMEF28P","darkolivegreen"
"PROX2","darkolivegreen"
"PRPF19P1","darkolivegreen"
"PRR23D2","darkolivegreen"
"PRR29-AS1","darkolivegreen"
"PSAT1P3","darkolivegreen"
"PSMC1P8","darkolivegreen"
"PTCHD3","darkolivegreen"
"PVALB","darkolivegreen"
"QRFPR","darkolivegreen"
"RAB40AL","darkolivegreen"
"RACGAP1P1","darkolivegreen"
"RIPPLY1","darkolivegreen"
"RN7SKP148","darkolivegreen"
"RN7SKP203","darkolivegreen"
"RN7SKP271","darkolivegreen"
"RN7SKP74","darkolivegreen"
"RN7SKP95","darkolivegreen"
"RN7SL12P","darkolivegreen"
"RN7SL200P","darkolivegreen"
"RN7SL204P","darkolivegreen"
"RN7SL231P","darkolivegreen"
"RN7SL277P","darkolivegreen"
"RN7SL354P","darkolivegreen"
"RN7SL452P","darkolivegreen"
"RN7SL45P","darkolivegreen"
"RN7SL477P","darkolivegreen"
"RN7SL535P","darkolivegreen"
"RN7SL612P","darkolivegreen"
"RN7SL718P","darkolivegreen"
"RN7SL726P","darkolivegreen"
"RN7SL862P","darkolivegreen"
"RNA5SP209","darkolivegreen"
"RNA5SP312","darkolivegreen"
"RNA5SP323","darkolivegreen"
"RNA5SP386","darkolivegreen"
"RNA5SP67","darkolivegreen"
"RNF2P1","darkolivegreen"
"RNU1-1","darkolivegreen"
"RNU1-132P","darkolivegreen"
"RNU1-146P","darkolivegreen"
"RNU1-16P","darkolivegreen"
"RNU4-18P","darkolivegreen"
"RNU4-54P","darkolivegreen"
"RNU4-62P","darkolivegreen"
"RNU6-1176P","darkolivegreen"
"RNU6-1247P","darkolivegreen"
"RNU6-172P","darkolivegreen"
"RNU6-36P","darkolivegreen"
"RNU6-514P","darkolivegreen"
"RNU6-600P","darkolivegreen"
"RNU6-624P","darkolivegreen"
"RNU6-710P","darkolivegreen"
"RNU6-729P","darkolivegreen"
"RNU6-770P","darkolivegreen"
"RNU6-851P","darkolivegreen"
"RNU6-921P","darkolivegreen"
"RNU6V","darkolivegreen"
"RNU7-61P","darkolivegreen"
"RNU7-81P","darkolivegreen"
"RPL12P29","darkolivegreen"
"RPL15P5","darkolivegreen"
"RPL17P34","darkolivegreen"
"RPL18P10","darkolivegreen"
"RPL19P20","darkolivegreen"
"RPL21P42","darkolivegreen"
"RPL23AP14","darkolivegreen"
"RPL31P14","darkolivegreen"
"RPL32P2","darkolivegreen"
"RPL37P13","darkolivegreen"
"RPL4P3","darkolivegreen"
"RPL6P9","darkolivegreen"
"RPL7AP30","darkolivegreen"
"RPL7L1P5","darkolivegreen"
"RPL7P11","darkolivegreen"
"RPL9P29","darkolivegreen"
"RPP40","darkolivegreen"
"RPS10P18","darkolivegreen"
"RPS20P31","darkolivegreen"
"RPS23P1","darkolivegreen"
"RPS3P1","darkolivegreen"
"RPS4XP19","darkolivegreen"
"RPS8P6","darkolivegreen"
"RPSAP3","darkolivegreen"
"RSPH1-DT","darkolivegreen"
"RTL3","darkolivegreen"
"RUVBL1-AS1","darkolivegreen"
"S100G","darkolivegreen"
"SAMD11P1","darkolivegreen"
"SCARNA1","darkolivegreen"
"SCRG1","darkolivegreen"
"SCYL2P1","darkolivegreen"
"SDHCP2","darkolivegreen"
"SDHDP6","darkolivegreen"
"SEC1P","darkolivegreen"
"SEPTIN7P10","darkolivegreen"
"SERPINB5","darkolivegreen"
"SH2D1A","darkolivegreen"
"SLC19A3","darkolivegreen"
"SLC25A3P2","darkolivegreen"
"SLC38A2-AS1","darkolivegreen"
"SLC47A1","darkolivegreen"
"SLC5A8","darkolivegreen"
"SLC66A1L","darkolivegreen"
"SLC6A19","darkolivegreen"
"SNORA22C","darkolivegreen"
"SNORD41","darkolivegreen"
"SNORD73B","darkolivegreen"
"SNORD96B","darkolivegreen"
"SNRPGP14","darkolivegreen"
"SNRPGP18","darkolivegreen"
"SNX18P13","darkolivegreen"
"SNX19P1","darkolivegreen"
"SPANXN2","darkolivegreen"
"SPATA45","darkolivegreen"
"SPOUT1","darkolivegreen"
"SRMP2","darkolivegreen"
"SSBL2P","darkolivegreen"
"SSC4D","darkolivegreen"
"TAB3P1","darkolivegreen"
"TAF1L","darkolivegreen"
"TARS2P1","darkolivegreen"
"TAT","darkolivegreen"
"TBC1D21","darkolivegreen"
"TBC1D3","darkolivegreen"
"TBX3-AS1","darkolivegreen"
"TCF23","darkolivegreen"
"TDRD5","darkolivegreen"
"TECTB","darkolivegreen"
"TERC","darkolivegreen"
"TEX13B","darkolivegreen"
"TEX13D","darkolivegreen"
"TM4SF19","darkolivegreen"
"TMEM106A","darkolivegreen"
"TMEM204","darkolivegreen"
"TMEM89","darkolivegreen"
"TOB2P1","darkolivegreen"
"TRAV26-1","darkolivegreen"
"TRAV34","darkolivegreen"
"TRAV41","darkolivegreen"
"TRDJ3","darkolivegreen"
"TRPM6","darkolivegreen"
"TTLL7-IT1","darkolivegreen"
"UBBP4","darkolivegreen"
"ULK4P3","darkolivegreen"
"UOX","darkolivegreen"
"USP17L15","darkolivegreen"
"USP17L17","darkolivegreen"
"USP17L22","darkolivegreen"
"USP17L23","darkolivegreen"
"USP32P4","darkolivegreen"
"VCAM1","darkolivegreen"
"VDAC1P12","darkolivegreen"
"VN1R96P","darkolivegreen"
"VN2R1P","darkolivegreen"
"VWF","darkolivegreen"
"WASH5P","darkolivegreen"
"ZEB2-AS1","darkolivegreen"
"ZFY-AS1","darkolivegreen"
"ZNF29P","darkolivegreen"
"ZPBP2","darkolivegreen"
"ABCG5","darkorange"
"ACTBP4","darkorange"
"ACTG1P14","darkorange"
"ACTL10","darkorange"
"ADCK5","darkorange"
"ADRB3","darkorange"
"AFG3L2P1","darkorange"
"AHCYP3","darkorange"
"AIFM1P1","darkorange"
"AMD1P4","darkorange"
"ANAPC15P2","darkorange"
"ANP32AP1","darkorange"
"APCDD1L-DT","darkorange"
"APCS","darkorange"
"APOOP2","darkorange"
"ARHGAP11B-DT","darkorange"
"ARHGDIB","darkorange"
"ARL6IP1P2","darkorange"
"ARPC3P4","darkorange"
"ASS1P3","darkorange"
"ATF1P1","darkorange"
"ATF4P3","darkorange"
"ATP5MC2P3","darkorange"
"ATP5MGL","darkorange"
"ATP6V1G1P2","darkorange"
"BAK1P1","darkorange"
"BFSP2","darkorange"
"BNIP3P4","darkorange"
"BNIP5","darkorange"
"BOLA2P2","darkorange"
"BSN-AS1","darkorange"
"BTBD10P2","darkorange"
"BTF3L4P1","darkorange"
"C11orf53","darkorange"
"C11orf94","darkorange"
"C12orf71","darkorange"
"C20orf203","darkorange"
"C3orf62","darkorange"
"C8A","darkorange"
"C8orf44-SGK3","darkorange"
"C8orf48","darkorange"
"C9orf131","darkorange"
"CA6","darkorange"
"CARD9","darkorange"
"CASC11","darkorange"
"CBWD1","darkorange"
"CDK11A","darkorange"
"CDKN2AIPNLP3","darkorange"
"CDR2-DT","darkorange"
"CDRT15","darkorange"
"CDRT15L2","darkorange"
"CDRT4","darkorange"
"CDRT8","darkorange"
"CEACAM18","darkorange"
"CEP83-DT","darkorange"
"CFL1P2","darkorange"
"CHTF8P1","darkorange"
"CIAO2AP2","darkorange"
"CICP15","darkorange"
"CICP17","darkorange"
"CNNM3-DT","darkorange"
"COL25A1-DT","darkorange"
"COLEC10","darkorange"
"COX6B1P4","darkorange"
"COX6CP17","darkorange"
"CPNE8-AS1","darkorange"
"CPT1B","darkorange"
"CRTAM","darkorange"
"CSAG1","darkorange"
"CSF2RA","darkorange"
"CXCL17","darkorange"
"CXCL8","darkorange"
"CXCL9","darkorange"
"CYP2A7","darkorange"
"CYP2G1P","darkorange"
"CYP4A22-AS1","darkorange"
"CYP7A1","darkorange"
"DBX2-AS1","darkorange"
"DCANP1","darkorange"
"DECR2","darkorange"
"DEFB1","darkorange"
"DNM1P41","darkorange"
"DOCK11P1","darkorange"
"DPRXP3","darkorange"
"DUSP5-DT","darkorange"
"DUXAP1","darkorange"
"EEF1A1P16","darkorange"
"EEF1GP6","darkorange"
"EIF3FP1","darkorange"
"EIF4A1P3","darkorange"
"ENPP7P8","darkorange"
"ENTPD4-DT","darkorange"
"EXOGP1","darkorange"
"F7","darkorange"
"F8A3","darkorange"
"FAM156A","darkorange"
"FAM220BP","darkorange"
"FAM74A4","darkorange"
"FAM74A6","darkorange"
"FAM74A7","darkorange"
"FCHO2-DT","darkorange"
"FDCSP","darkorange"
"FDPSP1","darkorange"
"FECHP1","darkorange"
"FGF14-AS1","darkorange"
"FKBP14-AS1","darkorange"
"FKBPL","darkorange"
"FLYWCH2","darkorange"
"FOXD4L4","darkorange"
"FOXE3","darkorange"
"FRMD8P1","darkorange"
"G6PC2","darkorange"
"GAMT","darkorange"
"GAPDHP72","darkorange"
"GCNT2P1","darkorange"
"GGTA2P","darkorange"
"GK4P","darkorange"
"GMCL1P2","darkorange"
"GNAO1-AS1","darkorange"
"GOLGA8G","darkorange"
"GPR1-AS","darkorange"
"GPR142","darkorange"
"GPR146","darkorange"
"GPR148","darkorange"
"GPR84","darkorange"
"GRIFIN","darkorange"
"GRM7-AS2","darkorange"
"GTF2IRD2","darkorange"
"H2AZP2","darkorange"
"H2AZP3","darkorange"
"H3P13","darkorange"
"HBB","darkorange"
"HIGD2B","darkorange"
"HIKESHIP2","darkorange"
"HIRAP1","darkorange"
"HMGB1P37","darkorange"
"HMGB1P39","darkorange"
"HMGB1P44","darkorange"
"HMGB1P45","darkorange"
"HNRNPA1P72","darkorange"
"HNRNPA1P9","darkorange"
"HNRNPA3P4","darkorange"
"HNRNPCP6","darkorange"
"HSFY4P","darkorange"
"HSPE1P14","darkorange"
"IFIT6P","darkorange"
"IFNA14","darkorange"
"IFNL4","darkorange"
"IGHV1-69-2","darkorange"
"IGHV2-5","darkorange"
"IGHV4-59","darkorange"
"IGKV1-33","darkorange"
"IGKV1-9","darkorange"
"IGKV2D-29","darkorange"
"IGLV1-40","darkorange"
"IGLV4-60","darkorange"
"IL1R2","darkorange"
"IMPDH1P4","darkorange"
"IPO9-AS1","darkorange"
"JCADP1","darkorange"
"KHDRBS2-OT1","darkorange"
"KIR3DL1","darkorange"
"KLB","darkorange"
"KLF1","darkorange"
"KLK12","darkorange"
"KPNA7","darkorange"
"KPRP","darkorange"
"KRR1P1","darkorange"
"KRT42P","darkorange"
"LACTBL1","darkorange"
"LDHAP5","darkorange"
"LECT2","darkorange"
"LGSN","darkorange"
"LINC00051","darkorange"
"LINC00161","darkorange"
"LINC00200","darkorange"
"LINC00276","darkorange"
"LINC00377","darkorange"
"LINC00437","darkorange"
"LINC00446","darkorange"
"LINC00474","darkorange"
"LINC00523","darkorange"
"LINC00607","darkorange"
"LINC00904","darkorange"
"LINC00943","darkorange"
"LINC01126","darkorange"
"LINC01142","darkorange"
"LINC01291","darkorange"
"LINC01411","darkorange"
"LINC01443","darkorange"
"LINC01474","darkorange"
"LINC01571","darkorange"
"LINC01602","darkorange"
"LINC01618","darkorange"
"LINC01630","darkorange"
"LINC01639","darkorange"
"LINC01714","darkorange"
"LINC01767","darkorange"
"LINC01787","darkorange"
"LINC01814","darkorange"
"LINC01872","darkorange"
"LINC01877","darkorange"
"LINC01889","darkorange"
"LINC01916","darkorange"
"LINC01922","darkorange"
"LINC01931","darkorange"
"LINC01997","darkorange"
"LINC02070","darkorange"
"LINC02073","darkorange"
"LINC02112","darkorange"
"LINC02151","darkorange"
"LINC02160","darkorange"
"LINC02203","darkorange"
"LINC02236","darkorange"
"LINC02243","darkorange"
"LINC02270","darkorange"
"LINC02273","darkorange"
"LINC02291","darkorange"
"LINC02327","darkorange"
"LINC02330","darkorange"
"LINC02379","darkorange"
"LINC02417","darkorange"
"LINC02444","darkorange"
"LINC02509","darkorange"
"LINC02594","darkorange"
"LINC02642","darkorange"
"LINC02718","darkorange"
"LINC02769","darkorange"
"LINC02844","darkorange"
"LINC02876","darkorange"
"LINC02918","darkorange"
"LINC02924","darkorange"
"LINC02928","darkorange"
"LNCPRESS1","darkorange"
"LPP-AS1","darkorange"
"LTBR","darkorange"
"LY9","darkorange"
"LYVE1","darkorange"
"MADCAM1-AS1","darkorange"
"MAP6D1","darkorange"
"MBL1P","darkorange"
"MFFP1","darkorange"
"MFN1P1","darkorange"
"MIR1250","darkorange"
"MIR1270","darkorange"
"MIR155HG","darkorange"
"MIR181A1HG","darkorange"
"MIR210HG","darkorange"
"MIR3124","darkorange"
"MIR3198-1","darkorange"
"MIR320C2","darkorange"
"MIR345","darkorange"
"MIR3941","darkorange"
"MIR4472-1","darkorange"
"MIR4999","darkorange"
"MIR5091","darkorange"
"MIR590","darkorange"
"MIR602","darkorange"
"MIR6068","darkorange"
"MIR6804","darkorange"
"MIR892B","darkorange"
"MME-AS1","darkorange"
"MPPE1P1","darkorange"
"MROH8","darkorange"
"MRS2P2","darkorange"
"MS4A14","darkorange"
"MS4A6E","darkorange"
"MST1L","darkorange"
"MT1G","darkorange"
"MTATP6P16","darkorange"
"MTCO2P27","darkorange"
"MTCO2P30","darkorange"
"MTCO2P5","darkorange"
"MTCYBP2","darkorange"
"MTND4P14","darkorange"
"MTND4P15","darkorange"
"MYRF-AS1","darkorange"
"NANOS2","darkorange"
"NANS","darkorange"
"NARF-AS1","darkorange"
"NBPF22P","darkorange"
"NCCRP1","darkorange"
"NDUFA5P11","darkorange"
"NDUFB3P5","darkorange"
"NECAP1P1","darkorange"
"NECTIN1-DT","darkorange"
"NIPAL4-DT","darkorange"
"NKX1-1","darkorange"
"NOS2P2","darkorange"
"NOTCH2NLR","darkorange"
"NPIPB13","darkorange"
"NPM1P52","darkorange"
"NPW","darkorange"
"ODAPH","darkorange"
"OPTC","darkorange"
"OR10K2","darkorange"
"OR13C9","darkorange"
"OR1J2","darkorange"
"OR1M1","darkorange"
"OR2A4","darkorange"
"OR2C3","darkorange"
"OR2T32P","darkorange"
"OR2T6","darkorange"
"OR52I2","darkorange"
"OR5AH1P","darkorange"
"OR5BA1P","darkorange"
"OR5H1","darkorange"
"OR5K1","darkorange"
"OR5M3","darkorange"
"OR6P1","darkorange"
"OR7E106P","darkorange"
"OR7E11P","darkorange"
"OR7E14P","darkorange"
"OR8D4","darkorange"
"OVCH1","darkorange"
"P2RY10","darkorange"
"PCDHB8","darkorange"
"PDZK1IP1","darkorange"
"PEBP1P2","darkorange"
"PFN1P1","darkorange"
"PGAM1P6","darkorange"
"PHACTR3-AS1","darkorange"
"PHBP5","darkorange"
"PIK3CG","darkorange"
"PKN2-AS1","darkorange"
"PLEKHN1","darkorange"
"PNMA6E","darkorange"
"POGLUT2P1","darkorange"
"POLR2DP2","darkorange"
"PON1","darkorange"
"POU3F1","darkorange"
"POU5F1P4","darkorange"
"PPFIA1P1","darkorange"
"PPP4R1-AS1","darkorange"
"PRELID1P1","darkorange"
"PRELID1P4","darkorange"
"PRELID3BP10","darkorange"
"PRELID3BP11","darkorange"
"PRR19","darkorange"
"PRY2","darkorange"
"PSMA3P1","darkorange"
"PSMB11","darkorange"
"PSME2P3","darkorange"
"PSME2P5","darkorange"
"PTRH1","darkorange"
"PTX4","darkorange"
"PVALEF","darkorange"
"RAB28P1","darkorange"
"RBM26-AS1","darkorange"
"RDM1P1","darkorange"
"REP15","darkorange"
"REREP1Y","darkorange"
"RGS21","darkorange"
"RHEX","darkorange"
"RLBP1","darkorange"
"RN7SKP225","darkorange"
"RN7SKP25","darkorange"
"RN7SL105P","darkorange"
"RN7SL127P","darkorange"
"RN7SL172P","darkorange"
"RN7SL251P","darkorange"
"RN7SL260P","darkorange"
"RN7SL321P","darkorange"
"RN7SL510P","darkorange"
"RN7SL524P","darkorange"
"RN7SL552P","darkorange"
"RN7SL592P","darkorange"
"RN7SL67P","darkorange"
"RN7SL680P","darkorange"
"RN7SL724P","darkorange"
"RN7SL733P","darkorange"
"RNA5SP132","darkorange"
"RNA5SP159","darkorange"
"RNA5SP290","darkorange"
"RNA5SP301","darkorange"
"RNA5SP347","darkorange"
"RNA5SP383","darkorange"
"RNF138P1","darkorange"
"RNU1-114P","darkorange"
"RNU2-11P","darkorange"
"RNU2-59P","darkorange"
"RNU4-29P","darkorange"
"RNU4-68P","darkorange"
"RNU4-72P","darkorange"
"RNU4-78P","darkorange"
"RNU4-82P","darkorange"
"RNU6-116P","darkorange"
"RNU6-1189P","darkorange"
"RNU6-11P","darkorange"
"RNU6-1234P","darkorange"
"RNU6-171P","darkorange"
"RNU6-176P","darkorange"
"RNU6-275P","darkorange"
"RNU6-341P","darkorange"
"RNU6-483P","darkorange"
"RNU6-558P","darkorange"
"RNU6-653P","darkorange"
"RNU6-660P","darkorange"
"RNU6-667P","darkorange"
"RNU6-79P","darkorange"
"RNU6-853P","darkorange"
"RNU6-956P","darkorange"
"RNU6ATAC24P","darkorange"
"RNU7-171P","darkorange"
"RNU7-181P","darkorange"
"RNU7-18P","darkorange"
"RNY1P4","darkorange"
"RNY3P8","darkorange"
"RPEL1","darkorange"
"RPL10P13","darkorange"
"RPL12P3","darkorange"
"RPL12P35","darkorange"
"RPL12P38","darkorange"
"RPL21P116","darkorange"
"RPL21P5","darkorange"
"RPL23AP15","darkorange"
"RPL23AP37","darkorange"
"RPL23AP38","darkorange"
"RPL37P2","darkorange"
"RPL39P18","darkorange"
"RPL39P26","darkorange"
"RPL3P3","darkorange"
"RPL6P4","darkorange"
"RPL7P43","darkorange"
"RPL7P50","darkorange"
"RPL9P2","darkorange"
"RPS13P3","darkorange"
"RPS15AP27","darkorange"
"RPS17P2","darkorange"
"RPS18P1","darkorange"
"RPS24P12","darkorange"
"RPS26P49","darkorange"
"RPS26P56","darkorange"
"RPS27AP11","darkorange"
"RPS29P12","darkorange"
"RPS3AP27","darkorange"
"RPS3AP30","darkorange"
"RPS3AP46","darkorange"
"RPS3AP7","darkorange"
"RPS4XP14","darkorange"
"RSL24D1P4","darkorange"
"RUFY4","darkorange"
"SBF2-AS1","darkorange"
"SBSN","darkorange"
"SCARNA20","darkorange"
"SCYL3","darkorange"
"SDCBPP3","darkorange"
"SELENOKP1","darkorange"
"SEPTIN7P3","darkorange"
"SERPINA11","darkorange"
"SERPINB9P1","darkorange"
"SETP8","darkorange"
"SHC1P2","darkorange"
"SHROOM2P1","darkorange"
"SIT1","darkorange"
"SIX6","darkorange"
"SLC25A15P3","darkorange"
"SLC25A30-AS1","darkorange"
"SLC25A36P1","darkorange"
"SLC28A2-AS1","darkorange"
"SMCR5","darkorange"
"SNORA15B-1","darkorange"
"SNORA70","darkorange"
"SNORA70H","darkorange"
"SNRK-AS1","darkorange"
"SOCS6P1","darkorange"
"SPACA7","darkorange"
"SPDYE10","darkorange"
"SPINK8","darkorange"
"SRSF3P2","darkorange"
"SSTR5-AS1","darkorange"
"STKLD1","darkorange"
"SYCP2L","darkorange"
"TAS2R10","darkorange"
"TAS2R3","darkorange"
"TAX1BP1-AS1","darkorange"
"TBC1D3K","darkorange"
"TBX22","darkorange"
"TCF24","darkorange"
"TCP10L2","darkorange"
"TEKT4P2","darkorange"
"TERF1P2","darkorange"
"TFEC","darkorange"
"THAP12P6","darkorange"
"THAP5P1","darkorange"
"THBS4-AS1","darkorange"
"THEMIS3P","darkorange"
"THOC7","darkorange"
"TIMM9P1","darkorange"
"TMC4","darkorange"
"TMEM190","darkorange"
"TMEM252-DT","darkorange"
"TMEM86B","darkorange"
"TMEM88","darkorange"
"TMF1P1","darkorange"
"TMPRSS11BNL","darkorange"
"TNFRSF25","darkorange"
"TOPAZ1","darkorange"
"TPTE2P6","darkorange"
"TRAJ4","darkorange"
"TRAJ40","darkorange"
"TRAJ45","darkorange"
"TRAV17","darkorange"
"TRBV12-4","darkorange"
"TRBV6-4","darkorange"
"TRBV7-9","darkorange"
"TRDV3","darkorange"
"TRGV3","darkorange"
"TRIM51JP","darkorange"
"TUBAP15","darkorange"
"TXK","darkorange"
"UBE2Q2P6","darkorange"
"UBL7","darkorange"
"UCA1","darkorange"
"UGT2B24P","darkorange"
"UPB1","darkorange"
"UST-AS2","darkorange"
"VSIG1","darkorange"
"WASIR2","darkorange"
"WDR4","darkorange"
"WDR5B-DT","darkorange"
"WDR7-OT1","darkorange"
"ZCCHC14-DT","darkorange"
"ZNF213-AS1","darkorange"
"ZNF341-AS1","darkorange"
"ZNF350-AS1","darkorange"
"ZNF355P","darkorange"
"ZNF663P","darkorange"
"ZNF814","darkorange"
"ZNF831","darkorange"
"ARAP2","darkorange2"
"ARX","darkorange2"
"ATP5F1E","darkorange2"
"C1orf116","darkorange2"
"CHIC2","darkorange2"
"DLX1","darkorange2"
"DLX2","darkorange2"
"DLX2-DT","darkorange2"
"DLX5","darkorange2"
"DLX6","darkorange2"
"DLX6-AS1","darkorange2"
"DPYD","darkorange2"
"EEF1B2P6","darkorange2"
"EIF4BP3","darkorange2"
"FAM107A","darkorange2"
"FGD3","darkorange2"
"FOXD2","darkorange2"
"GLYAT","darkorange2"
"GSX2","darkorange2"
"GUCA1B","darkorange2"
"HAPLN4","darkorange2"
"HMX2","darkorange2"
"HNRNPCP7","darkorange2"
"LHX6","darkorange2"
"LINC00582","darkorange2"
"LINC01079","darkorange2"
"MBIP","darkorange2"
"MYO3A","darkorange2"
"NKX2-1","darkorange2"
"NKX2-1-AS1","darkorange2"
"NPAS1","darkorange2"
"NPM1P40","darkorange2"
"OLIG1","darkorange2"
"OLIG2","darkorange2"
"OR2M4","darkorange2"
"PBX2P1","darkorange2"
"PDGFRA","darkorange2"
"PGAM1P5","darkorange2"
"PHF5GP","darkorange2"
"PSIP1P1","darkorange2"
"RASD1","darkorange2"
"RND3","darkorange2"
"RNU6-908P","darkorange2"
"RNVU1-27","darkorange2"
"RPL12P4","darkorange2"
"RPL38","darkorange2"
"RPS2","darkorange2"
"RPSAP4","darkorange2"
"SCGN","darkorange2"
"SEPHS1P4","darkorange2"
"SFTA3","darkorange2"
"SNORD114-3","darkorange2"
"SOX1","darkorange2"
"SOX2-OT","darkorange2"
"SOX6","darkorange2"
"SP9","darkorange2"
"ST8SIA5","darkorange2"
"TEX15","darkorange2"
"VAX1","darkorange2"
"WT1","darkorange2"
"WT1-AS","darkorange2"
"YBX1P10","darkorange2"
"ZNF679","darkorange2"
"ADAM20","darkred"
"ADAMTS16-DT","darkred"
"ADARB2-AS1","darkred"
"ADORA2A","darkred"
"AGMAT","darkred"
"AKT3-IT1","darkred"
"AMD1P2","darkred"
"AMH","darkred"
"AMHR2","darkred"
"AMN","darkred"
"ANKRD30BL","darkred"
"ANKRD30BP1","darkred"
"APOOP5","darkred"
"AQP7P1","darkred"
"ARAFP1","darkred"
"ARL11","darkred"
"ARL14EP-DT","darkred"
"ARPP19P1","darkred"
"ATP5MC1P2","darkred"
"ATP8B4","darkred"
"AWAT2","darkred"
"B3GALNT2P1","darkred"
"BBS7-DT","darkred"
"BCDIN3D","darkred"
"BDNF-AS","darkred"
"BEND2","darkred"
"BICD1-AS1","darkred"
"BISPR","darkred"
"BLOC1S2P1","darkred"
"BMS1P14","darkred"
"BNIP3P42","darkred"
"BRCA1P1","darkred"
"BRDT","darkred"
"BTF3P13","darkred"
"BUD13-DT","darkred"
"C11orf98P1","darkred"
"C15orf62","darkred"
"C16orf82","darkred"
"C1orf141","darkred"
"CAPG","darkred"
"CARD19","darkred"
"CARS1P2","darkred"
"CBX1P4","darkred"
"CCDC194","darkred"
"CCDC196","darkred"
"CCDC62","darkred"
"CCL24","darkred"
"CCL28","darkred"
"CCL3-AS1","darkred"
"CCM2L","darkred"
"CCNI2","darkred"
"CCNYL7","darkred"
"CD8B","darkred"
"CDC42P4","darkred"
"CEACAMP3","darkred"
"CEP57L1P1","darkred"
"CES5AP1","darkred"
"CFC1B","darkred"
"CFL1P8","darkred"
"CHEK2P2","darkred"
"CHMP1B2P","darkred"
"CHORDC2P","darkred"
"CHRM3-AS1","darkred"
"CIB3","darkred"
"CIB4","darkred"
"CLDN17","darkred"
"CLNK","darkred"
"CLRN3","darkred"
"COL4A3","darkred"
"COX6CP10","darkred"
"CPHXL","darkred"
"CRYBB1","darkred"
"CRYGC","darkred"
"CSNK1G2-AS1","darkred"
"CTAGE10P","darkred"
"CYLC1","darkred"
"CYP2A7P2","darkred"
"CYP4Z1","darkred"
"DBNDD2","darkred"
"DCAF13P2","darkred"
"DCDC2B","darkred"
"DCTN6-DT","darkred"
"DDHD1-DT","darkred"
"DDR1-DT","darkred"
"DDX43P2","darkred"
"DEFB105A","darkred"
"DGAT2L6","darkred"
"DHFRP5","darkred"
"DIP2C-AS1","darkred"
"DISC1FP1","darkred"
"DNAH3","darkred"
"DNAI2","darkred"
"DNAJC25-GNG10","darkred"
"DOCK8-AS2","darkred"
"DPYD-AS1","darkred"
"DUOX2","darkred"
"DUXB","darkred"
"EEF1A1P39","darkred"
"EEF1A1P7","darkred"
"EFCAB13-DT","darkred"
"EIF2S2P5","darkred"
"EIF2S2P6","darkred"
"EIF4BP5","darkred"
"ELN-AS1","darkred"
"ENPP7P11","darkred"
"ENPP7P4","darkred"
"EPHX4","darkred"
"EZHIP","darkred"
"FAM133CP","darkred"
"FAM149B1P1","darkred"
"FAM153A","darkred"
"FAM197Y8","darkred"
"FAM215A","darkred"
"FAM226B","darkred"
"FAM83C","darkred"
"FATE1","darkred"
"FBP1","darkred"
"FBXO47","darkred"
"FCAR","darkred"
"FCRL1","darkred"
"FGF7P3","darkred"
"FGF7P7","darkred"
"FILNC1","darkred"
"FLG-AS1","darkred"
"FOXI2","darkred"
"FSCN2","darkred"
"FSCN3","darkred"
"FTH1P23","darkred"
"FTH1P24","darkred"
"FUT7","darkred"
