"","004_Veh_1","004_Veh_2","006_Veh_1","006_Veh_2","007_Veh_1","007_Veh_2","008_Veh_1","008_Veh_2","C19_Veh_1","C19_Veh_2","22q001_Veh_1","22q001_Veh_2","22q002_Veh_1","22q002_Veh_2","22q003_Veh_1","22q003_Veh_2","22q005_Veh_1","22q005_Veh_2","1F3_Veh_1","1F3_Veh_2"
"CHRDL1",12.6300929532672,12.6858249988122,12.9294888034738,12.9459636784612,13.5695063002227,13.6415701333954,12.1020382254375,12.0467445728123,10.2357586094181,10.1559681746787,10.971661867707,11.2955961449233,8.46953029233969,8.65702772886427,9.68733847031345,9.77901448568694,12.1294209834326,12.1491381478954,10.5791303243492,10.4633391533746
"CHRM5",7.29063306836252,7.60514777009365,5.83316605463636,6.43233463916108,6.91201266728146,6.87789246027873,4.38663075007015,3.69337762747824,3.92395158073012,5.19786111959296,3.7252101089536,3.58809687424536,3.53739614385289,3.52868020585158,3.59862692298264,4.22283060126243,6.02879758164469,6.18974605281841,3.51302525690774,3.03860242062525
"CHRNA1",4.66797405587505,4.80747750799171,4.23300029841208,4.53387326011404,4.04360767711846,4.30173181492375,3.99648964568891,1.86157213442221,3.11636969459678,1.86157213442221,3.41509990436309,3.92433513697872,9.74511868125373,9.74273480509424,8.99205135244752,8.96445536178981,4.05297630630301,1.86157213442221,7.56144412733614,7.94372737980992
"CHRND",2.87477569532525,4.61991766844835,2.91863216150082,1.86157213442221,2.90989998402738,1.86157213442221,1.86157213442221,1.86157213442221,3.92395158073012,3.35532442302214,1.86157213442221,1.86157213442221,10.3355045468374,10.4486157390002,8.151004371016,8.34419355436317,1.86157213442221,3.10394180280492,8.10741246649036,8.27668128674848
"CHRNG",1.86157213442221,2.65120338713563,1.86157213442221,1.86157213442221,1.86157213442221,2.95450546723471,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,6.71133279598407,6.49742503361688,4.30688573191915,4.48226459132248,1.86157213442221,1.86157213442221,5.62764194543589,5.3279817568169
"CHSY3",8.20352124659583,8.12118743062753,8.55624630163168,8.57299748773306,8.45551268400746,8.28700883767006,8.10942766888705,7.77207999325838,8.40693733223437,7.51674036951835,6.75492012047539,6.79566334271219,6.04121057792308,5.20753985296526,6.45264066341928,6.00129187086153,8.22084498576391,8.26731832829159,6.06073528734886,5.74605123696164
"CILP",5.52967130192551,5.33715489506661,4.05961181012399,4.71813655081705,4.36892002290067,2.95450546723471,5.41481792892373,3.06437457072739,4.60200186130715,1.86157213442221,5.38300452279784,4.91916016811429,7.08433022688208,7.04716753488801,6.47424390128444,6.85106173680342,4.44974305205275,5.15188506851949,5.94086325613507,6.16237994261388
"CILP2",8.31347155368282,8.14982146907785,9.24055342809138,9.67458508812875,9.8014667185002,9.85641602870813,7.08424253757654,7.0689541141382,8.51477856493647,8.93977134314563,6.80069384545979,6.95750830871711,7.52789813864661,7.2192555958562,6.30370284272744,6.42954925439283,8.26900484229423,7.85004858058226,8.00311321648931,7.69499682561778
"CKM",6.10216016427452,6.31558132419698,5.90887080995571,6.16838665752105,6.04894976200025,5.14276274285788,6.03075109869879,5.2360499009024,6.06761295817056,6.73420530548524,6.21583701254649,5.23504752219319,12.0638258960735,12.0166229465178,11.5829611628183,11.696711514514,5.44865156634631,5.64350789167709,10.3446943454043,10.4108074965651
"CKMT2",5.12511191144222,4.74772768487745,4.64960948478066,4.93104398887909,3.73238653202563,3.92077960359113,4.87923531087384,4.41727477372885,4.06368984628689,4.95241770944533,5.67417155334671,4.06409171354199,5.58026662990829,6.07993018452423,7.39907130001539,6.97071901053097,5.49014567592735,5.2647693621414,5.34921196830431,5.37352456869427
"CLCN5",9.86639500265768,9.99845945763119,10.183373755049,10.2989547158683,10.1823855068078,10.1286061419739,9.63277400497803,9.05079071067511,9.96498178805031,10.0087625292712,9.68541354799473,9.60510921532371,11.4445958350595,11.4961890454116,10.685038278939,10.8496892867367,9.68368860557349,9.82504294448342,10.4639622767219,10.4060592041641
"CLDN1",8.48494804386214,8.23246285770979,7.86806036749586,7.93030598951583,7.96457182901329,8.14928535322117,8.7551793592938,8.77488152100232,8.902245752522,9.05970331363172,9.23350603402007,8.8023561664623,9.08693127064063,9.04916009978736,9.30198817944827,9.44921300879858,8.53826179949787,8.71384524895359,8.6692475530836,8.68108309359172
"CLDN11",3.78437511717304,4.04555170078988,5.10523241659675,5.19987667844913,4.57000462146911,4.4579855140737,4.87923531087384,4.32090973308547,4.3052959435192,3.09822052092728,3.7252101089536,1.86157213442221,2.90689580647874,2.3897069833695,3.96891110163917,3.65933464344961,3.64892962067503,3.5714863399811,3.51302525690774,3.16912013437728
"CLDN19",4.43261312969497,5.07305665904336,3.32640663994553,4.71813655081705,3.3147488418031,1.86157213442221,4.75542602561085,3.51953307962705,1.86157213442221,1.86157213442221,4.27330052300768,4.91916016811429,5.50264199849245,5.6250471337201,3.05639652546326,3.56724027817978,4.44974305205275,3.5714863399811,4.40837186661787,5.72868987457716
"CLDN6",8.39576945849085,8.2270983405134,8.39948075691387,8.50922035019062,8.48810108842792,8.36086531728922,7.0326849801417,7.25746746596029,5.2900357782525,5.89586808247098,4.59152291639038,3.11662558371532,4.73883649069445,3.93238471344846,5.1397834029368,3.97159177588837,8.03140348883715,7.87668477867321,4.66186241156631,4.96006915501144
"CLEC18C",1.86157213442221,1.86157213442221,1.86157213442221,3.6294875066037,2.90989998402738,1.86157213442221,2.99941009711087,2.72402918330773,1.86157213442221,2.74897658926103,3.58017609700651,4.76980014081621,3.89219198023372,3.93238471344846,3.18864798551498,2.9425186258489,3.03322523226634,3.36206078119768,4.73696745382971,3.57415376587217
"CLEC4GP1",4.14786047181978,4.40279492244216,4.45714412603889,5.31726227480715,3.3147488418031,3.53574072195886,5.28767493777684,5.28682237421112,4.60200186130715,4.95241770944533,3.85502608701872,3.11662558371532,1.86157213442221,2.90111450799947,1.86157213442221,1.86157213442221,4.53309151566858,1.86157213442221,1.86157213442221,3.16912013437728
"CLIC5",5.72154524898149,6.39441217755424,6.52002653387206,6.16838665752105,5.93499929701931,4.84198007472503,6.40028757438609,6.83518092865114,8.24933166783269,8.19883136876137,5.38300452279784,5.71153019180173,2.77161878308909,3.59512679545835,5.76860766894234,5.45992529558722,6.21285761231406,5.94250971060398,4.69992310796319,4.69650976450431
"CLMP",11.3463613276248,11.300260198211,12.0714793020624,11.9306518315992,11.3344770533991,11.3821649724339,10.8417109530999,10.8466392592091,9.66295581187779,9.47656939659368,8.43353222947428,8.63710853178192,7.34539321045919,7.2522703587694,8.43294822039086,8.6249910791687,11.8481542473134,11.8587279384961,7.37798775913979,7.47938174819309
"CLUL1",6.97425089750504,7.25053038646503,8.22357545664546,8.42099041538302,8.01016794907768,7.56859584816272,6.99276850198612,6.61629749773126,8.09571151915802,7.8000741242844,6.91608673558332,7.45579915870311,4.89438075880119,4.27732127786918,5.64028429469681,6.34339870000652,7.03574484952385,7.27390099107844,5.34921196830431,5.18185979972017
"CMKLR1",3.55404513281491,3.38836742604711,3.32640663994553,3.33254814535126,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,3.11636969459678,4.16029012081877,1.86157213442221,1.86157213442221,6.71133279598407,7.11541452393089,5.88635701434685,5.8663536040813,3.47848805030467,1.86157213442221,4.49817320566487,4.11861920734553
"CMKLR2",6.83947754542886,6.80817553387663,7.21862376913437,6.7411407627596,7.01631606019246,6.59706994565867,7.27379225179117,6.96455996566025,7.32951435900839,6.91487269121354,9.41596188694276,9.27429747209283,8.16845072804818,8.17448435153356,7.8952274266792,8.12972879561804,7.03574484952385,7.80453146606834,8.6879276172239,8.55927794282853
"CMTM5",4.66797405587505,2.96516589599035,5.22930503496151,4.53387326011404,4.94942543661061,4.89680145405444,5.77158330307356,4.10461252065807,4.7693221073915,3.89670317987127,3.9727979075148,4.19038085985497,2.90689580647874,1.86157213442221,1.86157213442221,3.23722852157203,4.44974305205275,3.10394180280492,1.86157213442221,2.70506832160776
"CMTM7",4.29774936904337,3.69426224034053,5.06132788538958,1.86157213442221,4.36892002290067,3.18543597593119,4.20578015978969,5.18338911429761,5.93541933058753,5.86093943214616,3.41509990436309,4.60246417432999,7.41446162841723,7.49224967794864,5.5614221095198,5.71735856935922,4.44974305205275,3.5714863399811,7.05705346126705,6.88686089778363
"CMYA5",2.87477569532525,4.32200057132343,4.38647104759068,4.0680323050675,3.73238653202563,5.00040139796203,3.99648964568891,4.81791018324294,3.58776197518538,3.35532442302214,5.11728452190343,4.06409171354199,4.49995082668374,4.38668615309834,6.03936662240179,5.8663536040813,4.61166897849242,4.16965793462352,4.20868569117484,3.94056217264324
"CNN1",4.82144480845323,4.91981247610572,5.3794473015519,5.31726227480715,5.35849940230062,4.84198007472503,6.29467933824853,5.98297925671489,5.39492357685068,6.14831696827765,4.18050349812094,6.15989393825592,6.98562129923357,6.67503013480613,4.9026557313195,5.33721900450367,5.94205817732633,5.46670148064041,5.75772026706277,6.36653306353532
"CNPY1",3.0906411623861,2.65120338713563,3.62234802965016,2.62055247969048,4.29469826073991,3.80516031746851,5.09819261078144,4.95058343638735,4.84599012272382,5.01790289171784,6.65875964408212,6.65586194024986,4.08330551427744,3.82971735186204,4.35574621940687,4.52870348087859,4.44974305205275,3.36206078119768,5.14607078447148,4.22522158074231
"CNTN1",14.2716160197988,14.2839224334905,14.7366383679757,14.7198893107113,14.5899838523903,14.6664386357572,14.509971026054,14.4734649816259,15.128172167744,15.0606257681165,14.2301376247069,14.1426411537941,11.4997447694826,11.4142149390775,13.4287481655772,13.4605999670169,13.9310179398815,13.9822447474379,12.3174333771501,12.3531112430389
"CNTNAP3B",5.7719434188946,5.25447846718936,5.10523241659675,4.39570036609216,4.79927636111734,5.56845665999728,6.74294201991354,6.12843145511788,7.02339544838337,7.12024000255092,5.64086540737895,5.86500009751106,7.70717807564939,7.54267620573243,6.38581207499212,6.19663062345477,7.72104008912132,7.28720344603668,8.18179126768697,8.08625639742978
"CNTNAP3P2",5.40719315242019,6.37510614752022,6.64307240461404,6.28748969684302,6.41444858861327,5.78524129522391,4.81870321269944,5.28682237421112,5.78977463132093,5.45472768316271,6.78559708165591,6.47745211756395,5.96245429672576,6.87005124330075,5.24489980768405,5.17442759255615,6.76030494619306,6.49544243173404,7.01325610182513,6.66835730439662
"COA6-AS1",4.36685755497776,4.32200057132343,3.32640663994553,3.6294875066037,4.63097835252075,3.80516031746851,4.68913326815679,4.32090973308547,3.76713907378889,4.73530647705958,5.38300452279784,5.4451285048107,4.08330551427744,3.45827416893817,3.59862692298264,4.03904351983407,5.31636879341449,4.89476800251528,3.51302525690774,5.46045240696618
"COBL",8.28352082858136,8.48704854547859,8.20872969162754,7.72801637422239,8.88062352700023,9.12241030336505,8.47056579940213,8.52534184983935,8.77307045658037,8.47680888894989,10.6667596335165,10.7122944888632,9.08428531548055,9.23396068264799,9.74614113564627,9.75661302048528,8.15829167405484,9.12637684903988,9.48007297659604,9.29986962960806
"COBLL1",7.73204849673354,7.64592942589133,7.35975239568263,7.45080008094024,8.25707049132014,7.91438182326591,7.93094452767059,7.82412343621784,6.24553524706791,7.21978234834731,7.70679406538914,8.12687079563621,7.91507217584857,7.8130006872086,7.73914995556674,7.8014112435205,7.77207063426543,7.79525305013924,8.40426234396738,8.71658239547043
"COL12A1",8.5546734144847,8.73772439652267,8.32801192795822,8.18114796521624,8.55114892090471,8.64724524764567,7.40119972201847,7.54280298410405,7.41863117118912,7.06011017234577,8.9855237025783,8.92909866606139,10.0984399314657,10.1946749882565,8.86106253056293,8.99096019339204,7.87680562648743,7.67898916822979,10.0646273668788,10.0956929443632
"COL14A1",7.15536170459084,6.8366592553927,7.52071037451373,7.35423933784085,7.03850346736643,6.95628648049041,6.15676019351368,6.10049717247964,5.78977463132093,6.79082506825392,7.30277384986393,6.77650399817923,9.38768877370177,9.28724241428394,8.54420234789244,8.45672557897968,5.60783460964449,5.31800777702114,9.03110024977234,9.09258659661
"COL15A1",5.7964916333898,6.37510614752022,5.41462668268001,5.7087338047253,6.026872827629,6.13977902304215,6.00416409632496,4.67128210951736,6.54639618195429,6.73420530548524,5.53601207218452,5.67044271231368,9.19143746953217,9.19084433858358,9.77031530823555,9.77315300564354,4.88779384495772,6.27248078856657,7.87037509690778,7.48454082088516
"COL17A1",1.86157213442221,2.65120338713563,2.91863216150082,1.86157213442221,3.3147488418031,3.37419724610262,3.43378687921144,3.31543088512587,3.92395158073012,3.09822052092728,2.98530713906366,3.76750074635519,5.24057536804058,4.92945740259472,3.68201195479349,3.90043410937111,3.79840333882671,1.86157213442221,4.40837186661787,3.94056217264324
"COL19A1",7.52085231516388,7.46630697522619,6.87410009150073,6.95987866573341,6.41444858861327,7.28463075162043,6.96552940652788,7.17967531129795,6.95691883488077,6.6752667346716,6.97049121869192,6.61329067758664,9.40899125201019,9.64406924525736,9.58821237915683,9.29084786494554,5.49014567592735,6.35070828323662,8.08291877245074,8.20662450370387
"COL1A1",9.81647759168065,10.0141157398956,9.5927681584367,9.2607737003773,8.67662083508246,8.9320280577934,4.68913326815679,5.5165670178966,4.68818477401018,5.50096478586348,4.66074136189431,4.68865535553593,13.1637349119635,13.1650358120332,13.1624310475407,13.1960548603256,4.61166897849242,5.68448580109427,11.0105008009015,10.999749089422
"COL1A2",9.48921750123272,9.54108335105695,10.133159046808,10.1197239533248,9.23519330608885,9.28552331272994,7.48986948449658,7.27003412196576,8.95850175110118,8.81805652409585,7.36500069264941,7.35614135520355,11.355239102599,11.4103046563417,12.1717434200328,12.2360415407062,7.15593944730145,6.99457796881032,11.0002620817691,11.053223482174
"COL21A1",5.23757374161292,5.02380775885415,4.58839709494947,5.58980429427407,3.3147488418031,4.72542154211787,3.99648964568891,4.32090973308547,4.41153332609551,4.88372670280201,3.41509990436309,1.86157213442221,7.47229544471432,7.56161083432025,6.9298817427757,6.92911633788823,4.44974305205275,3.5714863399811,7.67818442694871,7.68606850327214
"COL24A1",4.82144480845323,4.91981247610572,5.14781182067466,3.86758403603291,4.79927636111734,3.37419724610262,3.99648964568891,4.10461252065807,3.92395158073012,3.56398685329445,4.84981224391857,1.86157213442221,7.23992310190372,7.2890979701893,7.78734140412847,7.7012267180731,4.26597342550583,4.57950262671659,8.45422169828737,8.58591611318555
"COL2A1",7.67385408136751,7.4933786994487,7.18866031241903,6.49962764765809,7.69123282093137,8.03360303091546,7.54609052476576,7.28249214080484,7.60374578692856,7.77224675376513,6.9298817427757,6.73740289227141,10.5235147582873,10.6995057838469,8.46562029255013,8.28610167461169,7.55612482946375,7.37703353886277,10.8754502778972,10.8283236128193
"COL3A1",11.0813362027455,10.9320239385069,9.04550174973563,9.30839008657029,9.2207229902923,9.00140213156184,2.99941009711087,3.51953307962705,7.81542741220476,7.57159279552288,3.41509990436309,1.86157213442221,14.9064919252988,14.9224069585933,14.3133637858839,14.3034942028106,4.94905899530424,4.74605306469801,12.6988133942619,12.7131782720553
"COL4A1",11.6661383619505,11.5702477579214,11.292923522197,11.2436643802241,11.5275951639697,11.5604309126876,10.3842985725529,10.3244482129892,10.8195801738638,10.7348723170603,11.2070522325131,11.1973776997965,12.4712223422248,12.4895645429424,11.302011365319,11.3634516168776,11.0183620786677,11.1038656748786,11.8881398704784,11.9438983151954
"COL4A4",6.79159614525316,6.87835536441652,5.63918464110259,6.268312598487,6.17471885097827,6.82315362564591,6.90945520063696,6.49295448618496,7.85244833588514,8.7483655778182,7.13432701546359,6.42916341796112,5.20166923362803,4.77982750812465,5.76860766894234,5.20289243380506,5.88116999555643,5.87341106646909,4.87601187575261,4.80126180551646
"COL5A1",10.4114842488372,10.3986666121673,9.36403846697302,9.33622331660509,10.4661717622327,10.5892055934753,8.18807501098334,8.61668837334437,8.27682447675675,8.33819456814748,10.0808976379945,10.1755843271776,12.054393815099,12.1290666465004,10.8415429981415,10.9947589571406,9.80500963023905,10.0831105982427,10.8403983902205,10.9072504565167
"COL5A2",10.5126827934325,10.4921863558802,10.4304806882308,10.3791860891228,10.523296510354,10.4972311963784,9.13393986684937,9.35779345791324,9.22511558557193,9.59246707138335,9.9432778942333,9.80014484890082,11.85753192616,11.9254983022352,10.21020545997,10.2980851067018,9.50421584459102,9.56885209502984,10.1705260643495,10.2588301199556
"COL5A3",6.79159614525316,6.37510614752022,5.83316605463636,5.42567363909522,5.91108002574303,6.04710632343835,4.68913326815679,5.98297925671489,4.3052959435192,3.56398685329445,5.49927424706008,4.06409171354199,8.5271708633668,8.47131040983534,8.81108913121429,8.68116302464827,5.44865156634631,6.18974605281841,6.99084770058959,7.0419462929661
"COL6A3",7.75717742207348,8.01934615299436,6.33156158363553,6.06097986473725,7.06035430682474,6.73693344643751,1.86157213442221,3.06437457072739,3.92395158073012,3.56398685329445,4.18050349812094,3.11662558371532,12.1633886894895,12.3197128724348,11.3534688859513,11.4106542918169,1.86157213442221,1.86157213442221,9.45166200225795,9.43653368037215
"COL6A6",3.26775956974976,3.82245457686131,3.62234802965016,3.49043785457565,3.13244886287869,3.92077960359113,4.20578015978969,4.32090973308547,3.37668643389383,5.08047487813333,4.84981224391857,2.76256528374196,4.73883649069445,4.8813380188298,4.9026557313195,5.45992529558722,4.26597342550583,4.48802554404552,4.40837186661787,4.76721327979779
"COL8A2",5.64244967653078,5.92179522835631,6.19733034730103,6.82219065571596,6.36257005865102,6.26845063469302,6.25016204892338,5.71434893074509,8.1854870351368,8.18482851330621,5.49927424706008,5.29055455393139,5.35126816422041,4.75325194757955,6.29158031167511,5.48324544518202,5.22079264702484,5.46670148064041,5.00247648766928,4.37072936541493
"COL9A2",9.44931135914484,9.1371524087518,9.90356453805976,9.8902045768256,8.99841257623145,8.76798395617253,9.53664495902872,9.10437606438993,7.86155693943269,7.58231720477257,7.37511555547627,7.50315795215729,7.0358211007664,6.3655325424792,7.2254516795009,7.20486254162279,8.68303124074855,8.48489380703572,6.78047945059726,7.26225466619996
"COLEC12",6.53948888895589,6.35553723789481,6.52002653387206,6.92361391620254,6.60505231500327,6.22682832239943,5.86328452967592,5.82107949268809,6.09884112126184,6.20505053932319,7.24878354732022,6.99113089238215,9.44861928793217,9.66784768235891,8.63557156725123,8.95826907931326,6.30832488903578,5.36932069475716,8.29274247514529,8.24055473929895
"COMT",9.03474741742308,9.28902048768174,9.74112807922153,9.82294390834834,10.4435041312976,10.4483829067346,8.77098743792904,8.58687769478644,9.14533537871986,9.34425589879,7.27062298844352,6.61329067758664,5.29700144530691,4.99867598525896,8.01044094070606,8.36616769583185,5.81757696159633,6.3758654616488,4.94066883622,4.89869090112117
"COX6A2",1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,3.56398685329445,3.41509990436309,1.86157213442221,4.03809245316741,4.07252483829959,3.18864798551498,2.49525143261082,1.86157213442221,1.86157213442221,2.72038853136746,2.88765331047169
"CP",5.86770587120683,5.99961270449127,7.38639242145558,7.5412964562534,5.12750066609822,5.1871943413243,2.99941009711087,5.07178832939596,3.58776197518538,6.11908641477821,6.23821685078612,5.93597426971677,8.94246987024314,9.02208312809216,7.40470062567015,7.11126128537294,5.94205817732633,5.46670148064041,8.23039050158017,8.20974226771512
"CPAMD8",7.03718535081865,6.71917822670389,7.17853241331573,6.80899527641113,6.78650593468355,7.04265908780644,5.89259079027892,6.67421743876204,6.69662715160223,6.54961206633356,5.64086540737895,5.86500009751106,7.25882906418653,7.54648307925495,6.36282710463451,6.8149645980523,6.81002775709857,6.18974605281841,7.85805445088572,7.91726934423238
"CPEB1-AS1",1.86157213442221,2.96516589599035,2.91863216150082,3.97168220304271,2.61081991024498,2.64340363334971,2.67629155461446,3.51953307962705,3.11636969459678,1.86157213442221,4.59152291639038,3.58809687424536,3.3107359192416,3.30301016877059,4.30688573191915,4.16435495219867,3.79840333882671,3.5714863399811,2.47326132616233,3.38973202415904
"CPED1",2.87477569532525,1.86157213442221,2.61719211157566,3.49043785457565,5.24770399506817,3.67783828327156,2.99941009711087,4.10461252065807,3.92395158073012,4.47784785996861,3.9727979075148,4.19038085985497,4.36286878986276,4.67033324161454,5.65933720761365,5.57288571382758,3.64892962067503,4.57950262671659,4.3611488221955,3.80657858468221
"CPLX2",13.7186049138419,13.7279093013481,13.8655573485971,13.8762791971424,13.4125813700202,13.3592376360124,14.2353680892234,14.1719342118427,13.9103093113215,13.9457259632842,13.0396220305293,13.0370318775025,10.1314944285666,10.2505655099558,11.7800967291018,11.7516960238122,13.9067302473079,13.91331123848,10.9136437796506,10.843455058167
"CPLX4",5.46974917506917,5.21125832510905,4.05961181012399,4.24186526562923,5.24770399506817,4.78491927354906,1.86157213442221,3.84565444469863,3.11636969459678,3.56398685329445,8.62363052496996,8.97179417124683,4.46694982685955,4.1991405691494,7.04973612069089,6.67091623190433,4.75657146336192,4.38999383179492,5.25127968967302,5.71111501792594
"CPNE1",11.1059901262009,11.1224523133215,9.25988360027704,9.21653232944407,9.17141263821339,8.91904814599695,10.7628815434741,10.9526990499264,9.985953128221,10.0880084110594,10.4838197390854,10.7235807507884,10.7326939120513,10.8073140380797,9.90246206166575,9.90550426405339,11.1734666848075,11.2903852669051,11.0628698148561,11.02297309733
"CPS1",7.4377970236273,7.02167461881868,8.53259871521823,8.84251572667603,8.71498454773504,8.9157848366477,7.50885450253349,7.69963121682971,8.11106757688126,7.68538950530299,9.0373752087314,9.23977621393656,10.2937424041986,10.3665040055164,9.51206074254664,9.68724269505705,8.21471033897937,8.28730858368555,11.0592876375238,11.1488969469733
"CPVL",8.56893258883642,8.71491187697561,8.8929027879416,8.93643199888621,8.18931739472218,8.3366642844914,8.07162991238474,7.40148505573291,8.00819971097041,7.89774568258354,8.28593041524338,7.39432502880614,8.97711414945534,8.88453180757574,8.78543785280735,8.95205615289649,8.48828208416606,8.14118346915603,9.65639811870771,9.6257956604783
"CPXM2",8.05946016471182,8.30554343408724,8.04564887686015,7.96043128306561,7.88725838555146,7.94031317839406,8.7749125366385,8.93725142213361,9.28726017820717,8.84946149110953,7.40504109134362,7.20678475668687,5.89132276763808,6.4655688417353,6.33946852370695,6.23816849076776,7.07693404427458,7.20548198137947,4.31222056038117,3.6566163395087
"CRABP2",7.70647383896868,7.61339691067752,7.52870379813501,8.26560525581998,7.01631606019246,6.98149737502965,8.08433955318631,8.09515338306505,8.92414306990444,8.89317190078649,7.79229434913454,7.66806569415158,10.5663313638566,10.4663008739104,9.02347816702975,8.78034568211353,7.53657985176687,7.96207806593494,11.1584663310456,11.0458291660509
"CRB2",10.9328356811851,10.8893672317596,10.6902934856697,10.4927716347686,11.0328785840838,11.1393970696038,9.29566827177173,9.33406449690422,8.62048969218965,8.7048753920832,10.2606976156822,10.6920093896489,10.7127037576783,10.7109955685006,10.1249993164033,10.0789775900165,10.3812887870765,10.3117355164836,12.0833082855476,12.0587748604318
"CREB3L2",9.26236430286046,9.38847457038149,8.99736748408886,9.04161180445977,9.01248228237679,9.00754651340933,9.00286005000688,9.16951273020513,8.82054337513486,8.71951829495539,9.21673784247883,9.01734423401254,9.71550265892259,9.82650029100276,9.36106536165208,9.40289447353281,8.90116782387144,9.09647840743728,9.62886974187315,9.71405981469392
"CREB3L3",2.87477569532525,2.65120338713563,3.62234802965016,2.92323531656931,4.21614641891803,3.53574072195886,4.38663075007015,4.50726680681734,4.98776455608989,4.65470415446915,1.86157213442221,3.58809687424536,2.60862837482154,1.86157213442221,3.05639652546326,1.86157213442221,3.03322523226634,3.10394180280492,2.72038853136746,1.86157213442221
"CRHR1",3.55404513281491,3.38836742604711,4.31191696917263,4.15779215361795,3.13244886287869,2.64340363334971,2.99941009711087,4.32090973308547,5.34344807384909,5.45472768316271,3.58017609700651,1.86157213442221,1.86157213442221,2.3897069833695,3.18864798551498,3.46744292126905,3.64892962067503,2.75319896837692,2.72038853136746,1.86157213442221
"CRHR2",8.71713027818016,8.53559199520338,7.94771356557412,7.65620346425599,7.00509286694541,6.58065591101996,5.9770746438644,6.18271979668787,5.96962821992701,6.36292748789173,4.27330052300768,6.06817371580411,4.65401941584521,3.30301016877059,4.9026557313195,5.38757970847109,7.47630281155465,7.65866661288423,4.03652508799128,4.3239498151106
"CRISPLD1",10.9085153753976,10.9734555267367,11.002193328746,10.9971962111744,11.4360928963818,11.5515225705595,10.3050887861779,10.2550683430026,10.9576191702121,10.7106473993695,11.8728877309715,11.6945885734178,11.53165557265,11.523476068517,11.1091510273872,11.0855310550801,10.523300023462,10.364431867146,12.7354689351027,12.7078139969718
"CRX",1.86157213442221,2.96516589599035,2.91863216150082,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,2.66595318552612,1.86157213442221,4.91870142975082,5.38949605682123,5.0841395082741,4.65929424057656,1.86157213442221,4.16965793462352,1.86157213442221,1.86157213442221
"CRYBG3",7.9273368787204,7.77654517805287,7.83621350638131,7.93030598951583,8.13375598143717,7.79154908068296,7.62651329156724,7.15278245039052,6.95691883488077,6.65507165551077,8.98222025697602,9.1043440882227,8.05409681396056,8.17202271978035,8.42189097352757,8.40913645600686,7.88455567167921,7.7089457907493,8.52346099801318,8.97108693764261
"CRYGD",2.87477569532525,1.86157213442221,4.14913775012395,4.93104398887909,3.3147488418031,4.66326107748403,3.43378687921144,4.50726680681734,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,3.47848805030467,3.5714863399811,1.86157213442221,1.86157213442221
"CSF2RA",3.0906411623861,3.19808177902252,2.91863216150082,4.0680323050675,3.94801918750923,4.12494195878435,5.19610418474747,4.10461252065807,5.05362116743015,3.89670317987127,4.84981224391857,5.53956889500035,4.12701645629907,4.31476859829435,4.65607736305005,4.22283060126243,5.91193763099014,3.74955777499077,4.09644007955176,3.94056217264324
"CSPG4",7.28199949580809,7.46630697522619,6.6282550216193,7.66354786725778,7.10308612952217,7.22256423710087,6.37977770626709,6.4713282844468,6.24553524706791,5.86093943214616,5.70671862817352,5.86500009751106,9.38231363778127,9.28951496091625,7.68929193602372,7.5882242862603,4.82372407436549,5.68448580109427,7.98811641541794,8.04146137464862
"CSRP3",1.86157213442221,2.96516589599035,1.86157213442221,1.86157213442221,2.90989998402738,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,1.86157213442221,5.95084161876791,5.8886536387546,4.30688573191915,4.16435495219867,1.86157213442221,1.86157213442221,5.17311574723122,5.10272031870935
"CTSA",9.39232262872482,9.36912471511746,9.5658403899229,9.83274670913782,9.79984520489883,9.8427349265249,9.69209325606047,9.36073232131357,9.98178317746429,10.2174355076531,10.4008939807549,10.3180684770204,10.442159505932,10.4748131985975,9.69654251248973,9.814833560436,9.73387685565908,9.58778010230936,10.4303847226008,10.3421556190268
"CTSC",8.96098057094512,8.9544688778282,8.72571023441072,8.49282549794979,8.89284477560727,8.59922894503689,7.90251828759776,8.26792719323062,7.76777323566133,7.35102318758582,7.93584195648799,7.95873568311555,9.70003148437288,9.8428399103227,8.93680826346781,8.96239621396089,8.42060657109015,7.96207806593494,10.0493598772697,9.52678664564916
"CTSV",7.52085231516388,7.41058877825618,6.83593220927996,7.2507417740525,7.58975537856275,7.67282245650597,7.10934548388772,6.53525500255566,6.54639618195429,6.05877564819345,7.09813871309293,6.54697440182747,8.15842159292819,8.1193334700777,6.83295472728868,7.06592048528873,7.45563703821699,7.41388187070758,8.50514418202745,8.22523078617935
