"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SSTR2",462.905335030125,-0.872086500751844,0.119428808909077,-7.30214517517105,2.83215437000545e-13,2.0306646780639e-12
"YES1",893.071177156793,0.646738323398947,0.0885812903917723,7.30107137227952,2.85485249064751e-13,2.04628281954719e-12
"NDST3",810.530059933589,-0.745009369858042,0.102042932073949,-7.300940444539,2.85763224218638e-13,2.04761856302095e-12
"MMP1",85.4520259327761,2.12388012423568,0.291211834230332,7.29324798852718,3.02570412814286e-13,2.16457943533498e-12
"SUFU",875.860634192005,-0.736386559394639,0.101037522190138,-7.28824839952893,3.14010632352521e-13,2.24570355918288e-12
"C5",153.167563582863,1.64206637199545,0.225318934614604,7.28774248291254,3.15191687380382e-13,2.25342898952788e-12
"WDR46",1273.429979932,0.578529965387226,0.0793870887076263,7.28745662305223,3.15860950984911e-13,2.25749165128295e-12
"NDUFB3",1536.38517425929,0.534846856468399,0.0734088341884432,7.28586501040771,3.19612879869853e-13,2.28284699655204e-12
"THOP1",1468.88424798482,0.52289435916703,0.0717732374851956,7.28536676745125,3.20796364786183e-13,2.29056803725445e-12
"CREB3L1",527.700362970773,-0.979362303923888,0.134612020956497,-7.27544462199545,3.45281316442001e-13,2.46382252272104e-12
"MTRF1L",886.250984591488,0.64260299318906,0.0883494813080603,7.27342123207727,3.50495203723917e-13,2.50022895244999e-12
"IGFBP4",319.055875398275,1.16040538594386,0.159573610312017,7.2719128411954,3.54432267501203e-13,2.52750693885909e-12
"G2E3",1290.70935129489,-0.604334282440472,0.0831670884123848,-7.26650762912217,3.68900390806987e-13,2.62900345476574e-12
"CPNE9",542.952357726528,-0.832610668626238,0.114607535408596,-7.26488590525779,3.73353267697433e-13,2.65988912329294e-12
"CHPF2",1474.26783390454,-0.565551212419791,0.0779506292938643,-7.25524883561533,4.00924083738301e-13,2.8526750549084e-12
"LINC02470",760.504520119131,-0.845445010621966,0.116632041701313,-7.24882286453576,4.20409266195603e-13,2.9903649555078e-12
"PPP1R14C",1104.16434005202,-0.550662932906329,0.0760444169612145,-7.2413328277234,4.44296575731592e-13,3.15726046773461e-12
"REEP6",309.794731213889,1.13716715767098,0.157179059663224,7.23485151334726,4.6603875025783e-13,3.31071202463835e-12
"HS3ST3B1",949.156203552224,-0.76025957076224,0.105107294720067,-7.23317608722633,4.71826974028023e-13,3.35076613999119e-12
"OSCP1",515.621137569364,0.959844770365916,0.132780176997273,7.22882580873218,4.8718783401429e-13,3.45875505158366e-12
"PNMA5",491.2317356456,0.944636787958823,0.130781763372314,7.22300084966433,5.08526962762634e-13,3.60795844151813e-12
"ASIC4",1168.49677620563,-0.647277083592058,0.089625556218447,-7.22201468981046,5.12229379507293e-13,3.63307343783195e-12
"BTBD11",527.952358725878,-0.937634985638672,0.129885818770825,-7.21891731146624,5.24031056377516e-13,3.71324352535863e-12
"SMIM17",559.96279927563,-0.829306348652793,0.114886819315124,-7.21846382027584,5.25781210795555e-13,3.72446411412674e-12
"CEROX1",928.512608978838,-0.646283245657444,0.0895853340746183,-7.2141634825979,5.42665293219774e-13,3.84284747723978e-12
