"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GIN1",3.59969112131292e-150,0.206251685028363,0.202,0.098,1.38969675429407e-145,"2","GIN1"
"THG1L",3.83982410192364e-150,0.492522373599435,0.155,0.068,1.48240249278864e-145,"2","THG1L"
"COL14A1",4.80626569134968e-150,1.03641703794277,0.067,0.018,1.85550693280246e-145,"2","COL14A1"
"RPL10",9.17357707183846e-150,0.219154448722544,0.994,0.894,3.54155116435396e-145,"2","RPL10"
"NACC1",1.13949160965548e-149,0.313806474274594,0.185,0.087,4.39912130823595e-145,"2","NACC1"
"UBE2L6",1.16849036468619e-149,0.167340142449085,0.401,0.238,4.5110739019075e-145,"2","UBE2L6"
"ACADS",1.3178355714313e-149,1.02299523473576,0.074,0.022,5.08763600706768e-145,"2","ACADS"
"KAT2A",1.39460839797231e-149,0.315586673072214,0.143,0.061,5.3840251812119e-145,"2","KAT2A"
"RPUSD2",1.5736217411712e-149,0.425939697335063,0.189,0.09,6.07512409396552e-145,"2","RPUSD2"
"PGM2",1.69591054032955e-149,0.524982708919201,0.143,0.061,6.54723223199626e-145,"2","PGM2"
"ENSG00000255968",2.38867325990677e-149,1.29094672654431,0.04,0.007,9.22171198719609e-145,"2","ENSG00000255968"
"UBE2D3-AS1",2.75155238092195e-149,0.221565884343066,0.168,0.076,1.06226431217873e-144,"2","UBE2D3-AS1"
"ABT1",3.08146451337757e-149,0.283677672511926,0.267,0.142,1.18963019003455e-144,"2","ABT1"
"MIPEP",3.17038713825753e-149,0.117989371294227,0.201,0.098,1.2239596585957e-144,"2","MIPEP"
"KCNIP2",3.31330875165636e-149,0.536053246298798,0.083,0.027,1.27913597666446e-144,"2","KCNIP2"
"TMEM68",3.94056026395521e-149,0.121308326096772,0.343,0.196,1.52129269550255e-144,"2","TMEM68"
"ENSG00000241505",4.15748645738939e-149,1.18732470747831,0.067,0.018,1.60503922173975e-144,"2","ENSG00000241505"
"PLOD1",4.30275064684054e-149,0.96321904214839,0.074,0.022,1.66111991471926e-144,"2","PLOD1"
"GPKOW",4.41431801347258e-149,0.258571264121313,0.178,0.083,1.70419161228122e-144,"2","GPKOW"
"UNC119B",4.64527358969494e-149,0.331417630573452,0.135,0.056,1.79335432203763e-144,"2","UNC119B"
"LINC02606",5.69618203517129e-149,1.39507532851505,0.05,0.011,2.19906803649823e-144,"2","LINC02606"
"PAICS",1.28421888142935e-148,0.134040315234927,0.632,0.404,4.95785541364615e-144,"2","PAICS"
"IDH3B",1.54309671556237e-148,0.184230145969048,0.369,0.214,5.95727918010009e-144,"2","IDH3B"
"ENSG00000259442",1.60448574425012e-148,0.266370310651939,0.103,0.037,6.194277664252e-144,"2","ENSG00000259442"
"LEMD2",1.78708627741732e-148,0.144737821719051,0.202,0.099,6.89922528259731e-144,"2","LEMD2"
"RELL1",3.56105022325401e-148,0.268709292121957,0.199,0.097,1.37477904918944e-143,"2","RELL1"
"ENSG00000226756",3.67191923459385e-148,1.73661738967604,0.039,0.006,1.4175811397073e-143,"2","ENSG00000226756"
"ASAP3",6.08016008977602e-148,0.340776886840504,0.142,0.06,2.34730660425893e-143,"2","ASAP3"
"PATL1",7.18423012790469e-148,0.126996877168303,0.228,0.116,2.77354388317888e-143,"2","PATL1"
"TPRG1L",7.20505228388399e-148,0.352957432101806,0.16,0.072,2.78158248471625e-143,"2","TPRG1L"
"ENSG00000277969",7.40514461724861e-148,1.58803207432695,0.042,0.007,2.858830130935e-143,"2","ENSG00000277969"
"TENM2-AS11",8.92255734352887e-148,0.305879686270981,0.115,0.044,3.44464248804276e-143,"2","TENM2-AS1"
"IRAG1",9.22724389454935e-148,1.11858622064022,0.049,0.01,3.56226977792972e-143,"2","IRAG1"
"MPDU1",9.3374199398376e-148,0.194923380501944,0.275,0.149,3.6048043419737e-143,"2","MPDU1"
"ARHGEF2",9.63868330999061e-148,0.170541418849738,0.268,0.145,3.72111007865497e-143,"2","ARHGEF2"
"ABCF2",9.97831819168183e-148,0.255405332500686,0.218,0.11,3.85222952108069e-143,"2","ABCF2"
"RAD51C",1.77593609252171e-147,0.210978607192705,0.297,0.164,6.85617887878932e-143,"2","RAD51C"
"TIMM17A",2.15551843580516e-147,0.132743267970477,0.461,0.285,8.32159447326942e-143,"2","TIMM17A"
"TMA16",4.16425965829025e-147,0.162848071916101,0.362,0.208,1.60765408367953e-142,"2","TMA16"
"TMEM200C",8.16728157929013e-147,0.546680772866783,0.118,0.046,3.15306072650075e-142,"2","TMEM200C"
"CDK20",8.18762843349807e-147,0.517833673170858,0.116,0.045,3.16091583303627e-142,"2","CDK20"
"ENSG00000271780",9.53516369250853e-147,1.04852410592288,0.059,0.015,3.68114529512984e-142,"2","ENSG00000271780"
"AK8",1.1292487421837e-146,0.623098290477184,0.082,0.026,4.35957769407439e-142,"2","AK8"
"LINC01003",1.17451169450895e-146,0.234025053799091,0.318,0.178,4.53431984782127e-142,"2","LINC01003"
"DNAH12",1.30296759115032e-146,0.419030366176086,0.118,0.046,5.03023668239491e-142,"2","DNAH12"
"ZNF275",1.82981375598081e-146,0.380239276753963,0.157,0.07,7.06417898633951e-142,"2","ZNF275"
"ORMDL3",2.76320006066448e-146,0.36081558693341,0.166,0.076,1.06676101542013e-141,"2","ORMDL3"
"MAF2",4.29921276670704e-146,0.585664071666045,0.08,0.025,1.65975408071492e-141,"2","MAF"
"GSTO1",4.48150132204776e-146,0.231606248320159,0.322,0.184,1.73012840038976e-141,"2","GSTO1"
"SRRD",5.69008788990201e-146,0.165713700801378,0.251,0.132,2.19671533077557e-141,"2","SRRD"
"ITM2A",6.20404557193149e-146,1.87186612474112,0.032,0.004,2.39513383349987e-141,"2","ITM2A"
"AMT",6.68632424373068e-146,0.35810840580102,0.103,0.038,2.58132233753467e-141,"2","AMT"
"CWC25",6.89488502701273e-146,0.122886172609689,0.322,0.182,2.66183931352854e-141,"2","CWC25"
"RPL7A",7.02709979047219e-146,0.2196752346258,0.99,0.865,2.71288214510969e-141,"2","RPL7A"
"NRL",8.91322832577547e-146,0.588058404055723,0.102,0.037,3.44104092744888e-141,"2","NRL"
"ZDHHC1",9.81818481327905e-146,0.686193213454661,0.072,0.021,3.79040842901451e-141,"2","ZDHHC1"
"ZFAND2B",1.01369333621251e-145,0.183503477069317,0.229,0.117,3.913464493782e-141,"2","ZFAND2B"
"POLL",1.16881566500501e-145,0.264707001656415,0.162,0.073,4.51232975631835e-141,"2","POLL"
"ENSG000001871861",1.32808252588798e-145,0.165705791517072,0.361,0.211,5.12719539944313e-141,"2","ENSG00000187186"
"SNX12",1.58152588051007e-145,0.262679281903747,0.185,0.088,6.10563881429719e-141,"2","SNX12"
"NADSYN1",1.8769397726255e-145,0.174825918828305,0.177,0.083,7.24611368619802e-141,"2","NADSYN1"
"NOTCH2NLC",1.88388498198515e-145,0.412638635794732,0.115,0.045,7.27292636145188e-141,"2","NOTCH2NLC"
"GAS2L1",1.98509601125084e-145,0.886802027196222,0.092,0.032,7.66366166103499e-141,"2","GAS2L1"
"NUDT141",2.18223039765647e-145,0.288474152425601,0.248,0.13,8.42471867319258e-141,"2","NUDT14"
"MRPL45",3.3364901617239e-145,0.232076162711819,0.25,0.132,1.28808539183513e-140,"2","MRPL45"
"EIF3J",4.90476349288319e-145,0.129478653453779,0.711,0.493,1.89353299406248e-140,"2","EIF3J"
"WDR64",5.43803959479188e-145,0.864627704566671,0.05,0.011,2.09940956596535e-140,"2","WDR64"
"SPSB1",5.52609985182855e-145,1.23149606827217,0.05,0.011,2.13340610879693e-140,"2","SPSB1"
"SDE2",8.94273444422425e-145,0.29056849911227,0.184,0.087,3.45243205953722e-140,"2","SDE2"
"ENSG00000247311",9.54363678719624e-145,1.19981955360695,0.047,0.01,3.68441641806498e-140,"2","ENSG00000247311"
"SPHK1",9.74068431703145e-145,1.35458708111136,0.057,0.014,3.76048858743316e-140,"2","SPHK1"
"ULBP3",1.10499111660201e-144,0.887092973617798,0.057,0.014,4.26592870475372e-140,"2","ULBP3"
"TAF9",1.13910461098428e-144,0.150842008382454,0.527,0.334,4.39762726116589e-140,"2","TAF9"
"SIGMAR1",1.4538175695172e-144,0.488935244252119,0.213,0.108,5.61260810887811e-140,"2","SIGMAR1"
"MT-ND3",1.71697847967055e-144,0.489934111700517,0.911,0.899,6.62856711861614e-140,"2","MT-ND3"
"RIBC1",1.89561885865992e-144,1.04606290083104,0.061,0.016,7.31822616574248e-140,"2","RIBC1"
"ENSG00000288723",2.271151152102e-144,1.26147903713592,0.046,0.009,8.76800613780497e-140,"2","ENSG00000288723"
"ENSG00000291234",2.27189588146577e-144,0.671204057693835,0.133,0.056,8.77088123998674e-140,"2","ENSG00000291234"
"ABRAXAS1",2.49119183437823e-144,0.282568837698844,0.204,0.101,9.61749519580061e-140,"2","ABRAXAS1"
"KLHL25",3.51114793342266e-144,0.221954985014402,0.202,0.1,1.35551377117715e-139,"2","KLHL25"
"ADAMTS9-AS2",5.2594805231128e-144,0.830573928133054,0.086,0.029,2.03047505075293e-139,"2","ADAMTS9-AS2"
"E2F5-DT",6.12739377130526e-144,1.29621988628108,0.047,0.01,2.36554163935011e-139,"2","E2F5-DT"
"NSDHL",6.53420954463749e-144,0.338299552759081,0.2,0.1,2.52259693680275e-139,"2","NSDHL"
"PER1",6.84333154532253e-144,0.36185002522321,0.135,0.057,2.64193657638722e-139,"2","PER1"
"HSBP1L1",8.1096150173727e-144,1.0062461651426,0.076,0.023,3.13079797360691e-139,"2","HSBP1L1"
"C11orf711",9.3233495123404e-144,0.340474774948213,0.155,0.069,3.59937231273413e-139,"2","C11orf71"
"AZGP1",1.11366559627161e-143,3.75135043419007,0.017,0,4.29941740096619e-139,"2","AZGP1"
"LMOD3",1.24635223487942e-143,0.594162149801397,0.07,0.02,4.81166743797551e-139,"2","LMOD3"
"ENSG00000273080",1.49828365006975e-143,0.457297686198572,0.135,0.057,5.78427385945926e-139,"2","ENSG00000273080"
"VIPAS391",2.3355869958717e-143,0.182157834384882,0.209,0.104,9.0167671562623e-139,"2","VIPAS39"
"LIN37",2.37807053632679e-143,0.112688531368217,0.283,0.154,9.18077911254322e-139,"2","LIN37"
"MRPL20-AS1",3.84505350342425e-143,0.430228562447517,0.145,0.063,1.48442135553197e-138,"2","MRPL20-AS1"
"DDX21",4.110664378689e-143,0.181111119527145,0.649,0.442,1.58696309003667e-138,"2","DDX21"
"TAPT1-AS11",4.79975324266052e-143,0.125561529722468,0.264,0.143,1.85299273686152e-138,"2","TAPT1-AS1"
"PCED1B1",5.60962766814284e-143,0.208920864710048,0.078,0.024,2.16565285756322e-138,"2","PCED1B"
"LINC01798",5.79414683100043e-143,0.131035885824124,0.102,0.037,2.23688832557602e-138,"2","LINC01798"
"LENG1",7.66671582785698e-143,0.306423169502952,0.245,0.13,2.95981231250247e-138,"2","LENG1"
"AEN",9.36102396628476e-143,0.314226152973653,0.152,0.067,3.61391691242389e-138,"2","AEN"
"TTC32",9.42576325851276e-143,0.28254222632246,0.266,0.144,3.63891016358144e-138,"2","TTC32"
"ERMAP",9.65630359935712e-143,1.13659655096061,0.064,0.018,3.72791256756781e-138,"2","ERMAP"
"WDR35-DT",1.10262256092012e-142,0.747185081531354,0.074,0.022,4.2567846586882e-138,"2","WDR35-DT"
"PCNX4-DT",1.16701115461348e-142,0.233995339167931,0.106,0.04,4.50536326350081e-138,"2","PCNX4-DT"
"TCEAL11",1.56915920096266e-142,0.176157962979508,0.272,0.147,6.05789601123646e-138,"2","TCEAL1"
"ART5",2.49199759683343e-142,2.01705837683367,0.037,0.006,9.62060592233514e-138,"2","ART5"
"STIM2-AS1",2.76249882884689e-142,1.75666545480651,0.037,0.006,1.06649029786463e-137,"2","STIM2-AS1"
"IRAK4",2.93691558720775e-142,0.640953887952474,0.098,0.036,1.13382563159742e-137,"2","IRAK4"
"INO80D-AS1",3.03745803254381e-142,0.574535694099531,0.113,0.044,1.17264104804386e-137,"2","INO80D-AS1"
"MRPL3",3.38097074593595e-142,0.116275625546936,0.62,0.407,1.30525756617603e-137,"2","MRPL3"
"NMD3",3.58717173521484e-142,0.15907191437953,0.299,0.167,1.38486352009704e-137,"2","NMD3"
"HAUS4",3.7056558271397e-142,0.51862689083854,0.167,0.078,1.43060548862555e-137,"2","HAUS4"
"PRR71",4.41154036340974e-142,0.123845901732354,0.344,0.198,1.70311927269797e-137,"2","PRR7"
"ISG20",5.90684423027077e-142,1.08499055825325,0.064,0.018,2.28039628353833e-137,"2","ISG20"
"DHRS11",6.17492104383476e-142,0.246544646264175,0.183,0.088,2.38389001818285e-137,"2","DHRS11"
"GYG2",7.01617422303532e-142,0.54176451038216,0.085,0.028,2.70866422054502e-137,"2","GYG2"
"MAIP1",7.47966045149154e-142,0.118309844148509,0.271,0.147,2.88759771390282e-137,"2","MAIP1"
"GCNT4",7.5862001443456e-142,1.23544463526912,0.041,0.007,2.92872842772606e-137,"2","GCNT4"
"RTCA-AS1",7.66056264974796e-142,0.36017521025648,0.153,0.068,2.9574368165617e-137,"2","RTCA-AS1"
"RAP1GAP",8.2336771877368e-142,0.436217603899082,0.13,0.055,3.17869341509767e-137,"2","RAP1GAP"
"STPG2",8.62953407679558e-142,0.265720449889914,0.097,0.035,3.3315179256877e-137,"2","STPG2"
"PRELP",9.0522798238055e-142,1.97646659881985,0.025,0.002,3.49472314877835e-137,"2","PRELP"
"FAM98A",9.96727035783482e-142,0.140385203298313,0.319,0.18,3.84796439434571e-137,"2","FAM98A"
"SLU7",1.36782137613518e-141,0.15290518363418,0.423,0.256,5.28061120470746e-137,"2","SLU7"
"DEPTOR",1.46628657598481e-141,0.390097612140293,0.098,0.035,5.66074595524697e-137,"2","DEPTOR"
"KTI12",1.65710653076647e-141,0.490472467439894,0.134,0.057,6.39742547267705e-137,"2","KTI12"
"ISY1",1.74119332178161e-141,0.173462320068748,0.324,0.184,6.72205093807008e-137,"2","ISY1"
"TBCB",1.78975730000456e-141,0.16752496430049,0.845,0.621,6.9095370323976e-137,"2","TBCB"
"H2AZ1-DT",2.18454307425665e-141,0.808541868075339,0.061,0.016,8.43364699247521e-137,"2","H2AZ1-DT"
"NXT1",2.2046266864688e-141,0.264604075393214,0.313,0.179,8.51118178578145e-137,"2","NXT1"
"SCARA3",2.32131746517763e-141,0.776280924287633,0.114,0.045,8.96167820606477e-137,"2","SCARA3"
"ENSG00000254186",3.21058017683881e-141,0.167172610854225,0.148,0.066,1.23947658307039e-136,"2","ENSG00000254186"
"ENSG00000269559",3.68400323892426e-141,1.07803515641754,0.062,0.017,1.4222462904191e-136,"2","ENSG00000269559"
"ENSG00000269068",6.99748229947958e-141,1.56327339858938,0.042,0.008,2.70144801653709e-136,"2","ENSG00000269068"
"NABP1",7.36806939183397e-141,0.837160148623974,0.087,0.03,2.84451686941142e-136,"2","NABP1"
"RGS14",8.17369985008631e-141,0.723623388843706,0.107,0.041,3.15553856412432e-136,"2","RGS14"
"NFKBIE",1.08153454745946e-140,0.515177792929502,0.108,0.041,4.17537227392198e-136,"2","NFKBIE"
"DERL1",1.91193018753282e-140,0.163363008066179,0.299,0.168,7.3811976819892e-136,"2","DERL1"
"ENTPD5",3.03342385694952e-140,0.231591582192891,0.137,0.059,1.17108361421393e-135,"2","ENTPD5"
"IPO13",3.92972941538649e-140,0.261980220478988,0.136,0.058,1.51711133810411e-135,"2","IPO13"
"COG8",5.46827543900843e-140,0.211848090930655,0.172,0.08,2.11108241598359e-135,"2","COG8"
"ACACB",6.86287965577648e-140,0.509173421136014,0.111,0.043,2.64948331990907e-135,"2","ACACB"
"ENSG00000288827",9.15484153711973e-140,0.409439489052352,0.143,0.063,3.53431812382044e-135,"2","ENSG00000288827"
"RAB39B1",9.39154056366427e-140,0.148593060271228,0.231,0.12,3.62569815000823e-135,"2","RAB39B"
"NDUFA4L2",1.13110617788636e-139,2.21887414167159,0.106,0.042,4.36674851034809e-135,"2","NDUFA4L2"
"RFX5-AS1",1.19931430983862e-139,0.577025912055413,0.176,0.085,4.630072824563e-135,"2","RFX5-AS1"
"LINC01080",1.43567657039857e-139,2.18504925390598,0.027,0.003,5.5425729676807e-135,"2","LINC01080"
"ITPKB-AS1",1.46444491976866e-139,2.03327349637316,0.027,0.003,5.65363605725888e-135,"2","ITPKB-AS1"
"MED19",1.48049920941789e-139,0.124519421622549,0.569,0.366,5.7156152478787e-135,"2","MED19"
"IFIT51",1.71688272282165e-139,0.211001231820349,0.272,0.149,6.62819743972524e-135,"2","IFIT5"
"ASMTL",1.74303633454447e-139,0.1401891454374,0.291,0.162,6.72916607314236e-135,"2","ASMTL"
"ENSG00000246090",1.91846797782906e-139,0.240029000763718,0.177,0.085,7.40643747520688e-135,"2","ENSG00000246090"
"TRIM16L",1.97819822267185e-139,0.433523668005149,0.145,0.064,7.63703205844696e-135,"2","TRIM16L"
"IL17D1",2.05640791299858e-139,0.3530598945568,0.157,0.071,7.93896838892231e-135,"2","IL17D"
"NEBL-AS1",3.22547174024209e-139,1.59768865227387,0.042,0.008,1.24522562003786e-134,"2","NEBL-AS1"
"VRK3",3.62755799437821e-139,0.148351735851914,0.257,0.138,1.40045503930965e-134,"2","VRK3"
"LMAN2L",4.90278558581402e-139,0.20019020112296,0.161,0.074,1.89276940325936e-134,"2","LMAN2L"
"FUCA11",5.62292866023995e-139,0.200851089760139,0.194,0.095,2.17078783857224e-134,"2","FUCA1"
"CTSF",5.64849290608778e-139,1.22667036800801,0.059,0.015,2.18065717132425e-134,"2","CTSF"
"MGAT1",5.78286708843785e-139,0.42537466655429,0.167,0.079,2.23253366816232e-134,"2","MGAT1"
"ETNPPL",1.25913469782637e-138,2.76635087465218,0.018,0.001,4.8610154144285e-134,"2","ETNPPL"
"UCK1",1.41084109933001e-138,0.277908767908467,0.181,0.087,5.44669314807344e-134,"2","UCK1"
"ZNF75D",2.10459580885634e-138,0.178324354947363,0.16,0.073,8.12500257967079e-134,"2","ZNF75D"
"TOB2",2.50266630510306e-138,0.10891395406555,0.259,0.14,9.66179353748089e-134,"2","TOB2"
"LINC021431",2.51565476655422e-138,0.361570434595411,0.075,0.023,9.71193679175923e-134,"2","LINC02143"
"STOX1",2.76409150705998e-138,0.519438645380172,0.12,0.049,1.06710516721558e-133,"2","STOX1"
"ENSG00000266947",3.31872241284536e-138,1.00646233339484,0.056,0.014,1.28122597470308e-133,"2","ENSG00000266947"
"CD109",4.35493432755943e-138,1.27203730933399,0.039,0.007,1.68126594649759e-133,"2","CD109"
"MZT2A",4.8851078760333e-138,0.118970027374084,0.756,0.527,1.88594474662142e-133,"2","MZT2A"
"DPH6-DT",5.09747077920687e-138,0.526270059772201,0.099,0.036,1.96792956902061e-133,"2","DPH6-DT"
"PPP3CB-AS1",5.18885046791613e-138,0.312878678757256,0.105,0.04,2.0032076116437e-133,"2","PPP3CB-AS1"
"SLC38A3",1.00599391027481e-137,1.45116238996881,0.043,0.009,3.88374009000694e-133,"2","SLC38A3"
"TMEM202-AS1",1.41188690819749e-137,0.957157891358147,0.068,0.02,5.45073059778724e-133,"2","TMEM202-AS1"
"CYCS",1.53746303557846e-137,0.252173481038894,0.82,0.599,5.93552979515422e-133,"2","CYCS"
"ENSG00000228031",1.61705708936433e-137,1.86705714564765,0.03,0.004,6.24281059919995e-133,"2","ENSG00000228031"
"EPB41L4A-AS1",1.69538953407362e-137,0.153819718836971,0.669,0.459,6.54522083524462e-133,"2","EPB41L4A-AS1"
"RPL37",1.83407895507969e-137,0.258534586926262,0.992,0.891,7.08064521398064e-133,"2","RPL37"
"MAN2B1",2.09385758620862e-137,0.249261641076251,0.159,0.073,8.08354659731699e-133,"2","MAN2B1"
"TMEM214",2.52097341995361e-137,0.507952918260231,0.108,0.042,9.73246998507289e-133,"2","TMEM214"
"NOPCHAP1",2.74179244632649e-137,0.10378928501964,0.6,0.395,1.0584963918288e-132,"2","NOPCHAP1"
"LDAF1",2.84809791029338e-137,0.617100471521709,0.128,0.054,1.09953667924786e-132,"2","LDAF1"
"FBXO10",3.02051892522397e-137,0.124847506106174,0.236,0.125,1.16610153627196e-132,"2","FBXO10"
"COQ10A",3.03516973311677e-137,0.449279608911099,0.168,0.079,1.17175762716706e-132,"2","COQ10A"
"RPL22",3.0918427114533e-137,0.250868803990868,0.984,0.842,1.19363679718366e-132,"2","RPL22"
"RHNO1",3.25455566200947e-137,0.23150365157249,0.254,0.137,1.25645375887538e-132,"2","RHNO1"
"PCID2",3.27439618747559e-137,0.111063187269506,0.332,0.193,1.26411339213683e-132,"2","PCID2"
"MTRES1",3.29863081668626e-137,0.170926252955264,0.394,0.236,1.2734694130899e-132,"2","MTRES1"
"PLIN2",3.54887059985387e-137,1.57452305630974,0.078,0.025,1.37007698377959e-132,"2","PLIN2"
"ENSG00000287127",4.86631299152642e-137,0.672773374062626,0.054,0.013,1.87868879350869e-132,"2","ENSG00000287127"
"THSD4-AS1",4.91166173483743e-137,0.194178437699914,0.21,0.108,1.89619612935134e-132,"2","THSD4-AS1"
"SNAPC2",5.33561378638652e-137,0.387520709395421,0.19,0.094,2.05986705837238e-132,"2","SNAPC2"
"BNIP3L",5.90393574628014e-137,0.195902042103436,0.78,0.563,2.27927343420891e-132,"2","BNIP3L"
"FRMD6-AS2",9.32090580430282e-137,0.57235501178683,0.083,0.028,3.59842889480915e-132,"2","FRMD6-AS2"
"TMEM123-DT",1.0121565555655e-136,2.06540003305604,0.033,0.005,3.90753159841615e-132,"2","TMEM123-DT"
"BOLA1",1.04651488195158e-136,0.395384578299906,0.18,0.087,4.04017535326228e-132,"2","BOLA1"
"NOC4L",1.61715210653837e-136,0.261116695092142,0.223,0.116,6.24317742250204e-132,"2","NOC4L"
"DNAJC81",1.95483505364749e-136,0.124058795034867,0.867,0.64,7.54683620811148e-132,"2","DNAJC8"
"PARVA",1.9995180316399e-136,0.32616809106547,0.1,0.037,7.71933931294898e-132,"2","PARVA"
"KHNYN",2.57892663307232e-136,0.857920918653226,0.069,0.021,9.95620415963901e-132,"2","KHNYN"
"KIF23-AS1",3.67791017735579e-136,1.68573711492371,0.036,0.006,1.41989400306998e-131,"2","KIF23-AS1"
"CETN3",4.63367390392655e-136,0.11173074139683,0.413,0.249,1.78887614734988e-131,"2","CETN3"
"DXO",4.81845597841551e-136,0.545649112406925,0.122,0.05,1.86021311502709e-131,"2","DXO"
"TRIL",5.7232213090133e-136,1.65903036127238,0.038,0.007,2.20950681855767e-131,"2","TRIL"
"HEATR61",5.97400746962885e-136,0.140766267113286,0.272,0.15,2.30632532372492e-131,"2","HEATR6"
"OAF",7.46758250283143e-136,1.3596790152107,0.056,0.015,2.8829349010431e-131,"2","OAF"
"ENSG00000290450",7.47778875224173e-136,0.226734592776692,0.232,0.123,2.88687512569044e-131,"2","ENSG00000290450"
"HELQ",9.92244947370499e-136,0.11624128488245,0.226,0.117,3.83066084381855e-131,"2","HELQ"
"RFX3",1.12492164575827e-135,0.105846595409957,0.758,0.587,4.34287250561436e-131,"2","RFX3"
"ENSG00000241219",1.2874872242033e-135,0.6300688867872,0.116,0.047,4.97047317775927e-131,"2","ENSG00000241219"
"PDP2",1.49654848147873e-135,0.417404044415356,0.097,0.035,5.7775750675968e-131,"2","PDP2"
"KAT8",1.52477301546949e-135,0.108097505075492,0.343,0.199,5.88653870352152e-131,"2","KAT8"
"MINDY4",1.62283004222231e-135,0.360747554623414,0.112,0.045,6.26509766100343e-131,"2","MINDY4"
"MAP6D1",1.62852284141032e-135,0.56574281585407,0.096,0.035,6.28707528154868e-131,"2","MAP6D1"
"IQSEC21",1.73730799063942e-135,0.36941955296808,0.129,0.055,6.70705122866253e-131,"2","IQSEC2"
"FAXDC2",2.93236643907703e-135,0.155107708759095,0.232,0.122,1.13206938747008e-130,"2","FAXDC2"
"PARS2",3.0658972496285e-135,0.670326844919214,0.076,0.024,1.18362029219158e-130,"2","PARS2"
"SEPTIN4-AS1",3.17173265076459e-135,2.53576912924816,0.049,0.011,1.22447910715418e-130,"2","SEPTIN4-AS1"
"SLC5A9",3.5936202048347e-135,1.13849429362874,0.041,0.008,1.38735301627849e-130,"2","SLC5A9"
"METTL18",4.77233584548789e-135,0.391204855358049,0.155,0.071,1.84240797650906e-130,"2","METTL18"
"PGD",5.32133244885237e-135,0.136160712353494,0.514,0.331,2.05435360520395e-130,"2","PGD"
