"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.00137839729671464,0.402701855034604,0.011,0.016,1,0,"TSSK3"
0.00192502977170349,0.437577914963124,0.05,0.061,1,0,"ZNF45"
0.00231539495583727,0.302203278055998,0.033,0.041,1,0,"STX17-DT"
0.00269999381864779,0.231748290960274,0.008,0.012,1,0,"ATP8B1-AS1"
0.00469892835180826,0.885408560233088,0.013,0.009,1,0,"GARIN1B"
0.005878927781638,0.20954318074942,0.337,0.395,1,0,"SFXN1"
0.00779887441113247,0.289737028492492,0.01,0.014,1,0,"SPDYE16"
0.00867563813022112,0.820630785771886,0.022,0.017,1,0,"EME2"
0.00955239540831146,0.214656151450302,0.013,0.017,1,0,"EVI2A"
0,0.118782392240754,0.109,0.557,0,1,"PSMD1"
0,0.444174745961866,0.182,0.621,0,1,"SYT11"
0,0.236607202238004,0.115,0.547,0,1,"ZFR"
0,0.279516600744027,0.112,0.532,0,1,"YME1L1"
0,0.258924364931909,0.109,0.509,0,1,"NDUFA10"
0,0.803560588004906,0.157,0.545,0,1,"PPP2R1A"
0,0.212098320551128,0.083,0.441,0,1,"ATG12"
0,0.412339268619512,0.093,0.43,0,1,"PRPF8"
0,0.488033362537418,0.077,0.39,0,1,"RIF1"
0,0.397936949365812,0.073,0.368,0,1,"UBAP2L"
2.65273415623508e-298,0.443739612817059,0.069,0.355,1.02411454835769e-293,1,"DDX42"
1.65005403403793e-281,0.120787953744712,0.054,0.315,6.37019860380684e-277,1,"TXLNG"
1.20892560725797e-274,0.175366380924529,0.047,0.298,4.66717819938011e-270,1,"METTL16"
1.80454112703852e-274,0.145694520928636,0.047,0.297,6.96661147504491e-270,1,"ATG5"
1.14092747279883e-247,0.571185338103252,0.058,0.302,4.40466460148715e-243,1,"SPG7"
1.14306773369702e-231,0.438881813745429,0.053,0.282,4.41292729271072e-227,1,"SLC39A7"
3.61005488079075e-229,0.464863572372133,0.048,0.27,1.39369778727808e-224,1,"SUPT6H"
6.10084624551447e-227,0.610693923493737,0.061,0.292,2.35529270154332e-222,1,"STK25"
4.00682475966235e-221,0.847189890032319,0.073,0.312,1.54687476671525e-216,1,"FAM168B"
4.12683628168001e-219,0.546451622328532,0.049,0.266,1.59320641490539e-214,1,"GTF3C1"
4.02673771594215e-218,0.624128646902268,0.066,0.295,1.55456236261663e-213,1,"VHL"
6.54047554525684e-216,0.44809730049766,0.056,0.275,2.52501598900186e-211,1,"USF2"
1.93846742368793e-214,0.659273210850581,0.066,0.293,7.48364733588961e-210,1,"TAF1"
2.08686704009682e-211,0.222880602726421,0.04,0.243,8.05655889499779e-207,1,"PPP6C"
3.96539198256757e-205,1.04170683134916,0.078,0.309,1.53087922879003e-200,1,"ATP1A1"
3.91922272144938e-196,0.409515240387497,0.047,0.245,1.51305512384275e-191,1,"TMEM222"
1.00747554062226e-176,0.122934816564136,0.034,0.206,3.88946007212632e-172,1,"DDX19A"
3.55055308949702e-172,0.693314918117098,0.049,0.231,1.37072652573122e-167,1,"UGGT1"
2.22516085155811e-166,0.256383591522525,0.032,0.196,8.59045598352524e-162,1,"PPP1R8"
1.6695731884604e-162,0.411301032451027,0.036,0.2,6.4455542513702e-158,1,"SEC23IP"
3.81953568929301e-160,0.614747492838044,0.043,0.211,1.47456994820846e-155,1,"SF3A1"
6.96232673796599e-154,0.641919017734041,0.037,0.197,2.68787586045915e-149,1,"VPS39"
1.6457985445552e-153,0.177116944837738,0.032,0.187,6.35376986110982e-149,1,"CCNT1"
6.49457582098569e-152,0.376225395902795,0.03,0.182,2.50729594144973e-147,1,"GATC"
9.98052000209698e-152,0.2503245056578,0.028,0.177,3.85307955200956e-147,1,"ABCD4"
3.07341168313173e-151,0.265213575069354,0.027,0.175,1.18652131438983e-146,1,"KAT7"
1.141529741666e-146,0.935599210978599,0.042,0.199,4.40698972067575e-142,1,"PYGB"
3.23230899974925e-141,0.600917818582246,0.035,0.183,1.24786521244319e-136,1,"CLCN6"
1.01475079924218e-134,0.664072221445619,0.031,0.171,3.91754693555436e-130,1,"AP1B1"
6.62263752596729e-128,0.662946906381628,0.029,0.162,2.55673544327493e-123,1,"CENATAC"
1.07185508763771e-127,0.745086312401753,0.036,0.174,4.13800375133415e-123,1,"PTPA"
1.1358892564178e-127,0.224020596803583,0.022,0.149,4.38521406332655e-123,1,"TMTC3"
2.46677206560282e-126,0.479999743795915,0.025,0.153,9.52322023646623e-122,1,"ZNF507"
3.37315990332748e-126,0.387767022257961,0.027,0.155,1.30224211227861e-121,1,"PRDM4"
1.38303176443594e-124,0.634359957464925,0.035,0.169,5.33933242978138e-120,1,"SART1"
3.54569909884352e-124,0.686993909201379,0.032,0.165,1.36885259409953e-119,1,"RBM14"
4.27196161250272e-121,0.655938327759275,0.038,0.171,1.6492335001228e-116,1,"YTHDF1"
1.56529849318625e-120,0.440072829054193,0.024,0.146,6.04299136279483e-116,1,"ANAPC4"
2.90001822554962e-119,0.671106525826746,0.034,0.163,1.11958103615569e-114,1,"LYPLA2"
3.33128580084968e-116,0.401921918092538,0.024,0.143,1.28607619627603e-111,1,"UPF1"
5.55028721072803e-116,0.411019264678841,0.021,0.137,2.14274388057366e-111,1,"LRRC8A"
4.98071927495419e-115,1.05106816677237,0.045,0.179,1.92285648328881e-110,1,"RNF220"
5.91505953065959e-113,0.456222960564503,0.027,0.145,2.28356788240644e-108,1,"DNAJC25"
1.24662497552682e-112,0.219967550562609,0.025,0.142,4.81272038051882e-108,1,"DDX54"
1.08080196129611e-108,0.65389347324338,0.033,0.152,4.17254405177976e-104,1,"USP36"
8.57284413907966e-104,0.214901594384983,0.019,0.123,3.30963220833309e-99,1,"ZNF444"
7.31799654340551e-102,0.771962501389313,0.031,0.144,2.82518574554713e-97,1,"UHMK1"
4.30780772724282e-98,0.208801135295785,0.02,0.121,1.66307225117936e-93,1,"ABHD13"
1.82045922299378e-96,0.552241584635651,0.02,0.119,7.02806487628979e-92,1,"PIGG"
4.06703491331902e-95,0.831426397483215,0.025,0.127,1.57011949863594e-90,1,"RHOT2"
7.02327749923074e-94,0.755665121830491,0.021,0.119,2.71140651135302e-89,1,"HDAC7"
1.72252563540383e-92,0.732083306758563,0.025,0.126,6.64998246804004e-88,1,"XAB2"
2.09540172327919e-91,0.30334481323442,0.017,0.109,8.08950789289163e-87,1,"ZNF606"
5.87674204392489e-90,0.890116982177307,0.027,0.127,2.26877503347764e-85,1,"RETREG3"
8.83391226550132e-90,0.195992835277291,0.017,0.109,3.41042016921944e-85,1,"BPNT1"
9.24756207564084e-90,1.11660274262247,0.031,0.134,3.5701138149219e-85,1,"INTS1"
6.9248487968466e-88,0.423752052819101,0.018,0.109,2.6734071265106e-83,1,"E4F1"
2.29764073573548e-85,0.99728723945118,0.023,0.117,8.87027182438039e-81,1,"KLHL12"
2.76793737759799e-84,0.503505018952377,0.024,0.116,1.06858990399548e-79,1,"EIF1AD"
4.83057774553914e-84,1.73151467572446,0.145,0.323,1.86489284444284e-79,1,"SNHG25"
4.31406310957419e-79,0.737074939977392,0.023,0.111,1.66548720408221e-74,1,"GNA11"
1.49506169332719e-76,1.21923353442933,0.025,0.112,5.77183517325896e-72,1,"MAVS"
6.3490183464663e-76,0.687157259249208,0.018,0.099,2.45110202283678e-71,1,"AXIN1"
3.3341105493734e-75,0.153405184602145,0.014,0.09,1.2871667186911e-70,1,"MED26"
3.52428107963938e-73,0.964956247928865,0.023,0.105,1.36058395360558e-68,1,"BAP1"
4.48869180621028e-70,0.384962686900459,0.016,0.089,1.73290435870554e-65,1,"MEN1"
1.16646591188588e-69,0.560577113795545,0.016,0.089,4.50325829942663e-65,1,"WDCP"
1.11825026157393e-68,0.101292978935885,0.024,0.102,4.31711695983232e-64,1,"SNHG21"
1.20359271997935e-68,0.770126650437461,0.015,0.086,4.64659005475227e-64,1,"SOWAHC"
1.48514775450693e-66,0.381411949880452,0.017,0.088,5.73356142104945e-62,1,"PGAM5"
4.76468083119473e-66,0.45241584782628,0.017,0.088,1.83945268169104e-61,1,"ZNF629"
9.44928465649145e-66,1.11131755562141,0.025,0.102,3.64799083448509e-61,1,"ARFGAP1"
3.17628469651803e-61,0.358634398218601,0.015,0.08,1.22623646993775e-56,1,"INPP5K"
3.34944494765911e-60,0.490716181155364,0.013,0.077,1.29308671649328e-55,1,"FBXL6"
1.45681553757099e-59,0.894359758695621,0.016,0.081,5.62418206434657e-55,1,"ZDHHC7"
3.46122095230852e-59,0.665402323995447,0.016,0.081,1.33623896084823e-54,1,"ZNF282"
9.76712170996542e-59,0.356991229632468,0.018,0.084,3.77069500734925e-54,1,"ZNF263"
3.50256070883846e-58,0.565475251585528,0.016,0.08,1.35219858725418e-53,1,"ZNF740"
6.61374248938271e-58,0.998229173251076,0.016,0.08,2.55330142545109e-53,1,"PIGQ"
3.53975304260719e-55,0.291997573064954,0.029,0.099,1.36655705962893e-50,1,"TAFA1"
4.99056573560324e-53,0.250547214094731,0.011,0.066,1.92665780788699e-48,1,"TBC1D10A"
5.42003267367643e-53,0.55518847873966,0.012,0.068,2.09245781399952e-48,1,"WDR55"
2.64357514892876e-51,0.269161842510462,0.008,0.059,1.02057862199544e-46,1,"TMEM104"
3.93846770711138e-51,0.15163425589345,0.008,0.06,1.52048484300742e-46,1,"KLHL11"
1.81495780850297e-45,0.348330733092478,0.008,0.054,7.00682611550656e-41,1,"CLCN2"
5.87544712207546e-45,0.483853036797147,0.01,0.058,2.26827511594845e-40,1,"SMG8"
6.31347624908799e-43,1.21063279763867,0.017,0.068,2.43738064072291e-38,1,"CLUH"
1.12462587644452e-41,0.380082086439996,0.044,0.109,4.3417306586017e-37,1,"CA8"
4.28798223494862e-41,0.81969503542029,0.013,0.059,1.65541842162426e-36,1,"RCE1"
4.31663578207539e-40,0.15845514721985,0.009,0.051,1.66648041002802e-35,1,"GUCA1B"
1.26566990552383e-39,1.13905682764311,0.016,0.062,4.8862452372653e-35,1,"UNKL"
2.77057290566361e-39,0.681747803981721,0.008,0.049,1.06960737596049e-34,1,"IFFO1"
1.5453394458245e-38,0.870245316640249,0.012,0.055,5.96593746455007e-34,1,"KIAA1522"
2.52165306491936e-38,0.594044968293247,0.009,0.05,9.73509382242768e-34,1,"UBOX5"
2.64834096115016e-36,0.688504166144124,0.029,0.081,1.02241851146163e-31,1,"ITPR1"
3.67760825866378e-36,1.4524710777358,0.017,0.061,1.41977744433974e-31,1,"ARVCF"
1.02294422492916e-34,0.412272195325313,0.005,0.039,3.94917847476152e-30,1,"ENGASE"
1.67519340573288e-32,0.578607949374029,0.009,0.045,6.46725166217237e-28,1,"CACTIN"
4.83618922693507e-32,0.711272266596651,0.006,0.039,1.86705921295055e-27,1,"MASP2"
2.35877265548104e-31,0.402177279603373,0.005,0.036,9.1062777137501e-27,1,"USP35"
2.38976468192531e-29,0.933279353648262,0.009,0.041,9.22592553104087e-25,1,"HSD17B1-AS1"
1.24471371035434e-28,1.93390816854732,0.025,0.066,4.80534175019396e-24,1,"SLC26A3"
1.55044765143388e-28,0.648711653970939,0.009,0.041,5.98565820312564e-24,1,"CCDC73"
8.80402600133216e-28,0.66485777798487,0.006,0.036,3.3988822780743e-23,1,"ESRRB"
1.28118804330245e-27,1.35070480180074,0.01,0.042,4.94615455997343e-23,1,"HDAC10"
1.64534083235874e-26,1.4185268802426,0.012,0.044,6.35200281740416e-22,1,"SMCR8"
4.12667461351627e-26,0.212337756113345,0.003,0.029,1.59314400129409e-21,1,"RASA4B"
6.00916166141196e-25,1.34482864968907,0.015,0.047,2.3198969510047e-20,1,"SLC18A2"
2.0125937371256e-24,0.480483992183174,0.003,0.027,7.7698193815471e-20,1,"TAS2R4"
6.25752563284325e-24,0.572737061277444,0.006,0.031,2.41578034581547e-19,1,"EGFL8"
2.36447340987529e-23,0.124008141475817,0.005,0.029,9.12828604616456e-19,1,"POLH-AS1"
9.65592871070137e-23,0.707150998296993,0.006,0.031,3.72776783805337e-18,1,"ZBTB3"
1.67516310826964e-22,0.180979731668652,0.003,0.026,6.46713469578579e-18,1,"SPDYE18"
1.77042631013888e-22,0.394340882384292,0.004,0.027,6.83490781292215e-18,1,"TGFBR3L"
3.51000829469057e-21,0.241198431713628,0.003,0.024,1.35507380224824e-16,1,"ZP3"
6.70278500330636e-21,0.886480468895128,0.006,0.029,2.58767717837645e-16,1,"ZNF628"
9.57386675101969e-21,1.37323077016966,0.012,0.039,3.69608699789866e-16,1,"STEAP1B"
1.36955353810507e-20,0.428328961309553,0.004,0.024,5.28729838920844e-16,1,"ZNF707"
7.76850022185209e-20,0.460886979425268,0.002,0.021,2.99910719564822e-15,1,"BHMT"
8.47106687059167e-19,0.614308809807637,0.005,0.025,3.27034007606062e-14,1,"ZNF597"
1.47496508396182e-18,0.884295127002302,0.005,0.024,5.694250203143e-14,1,"MARS2"
9.20350486609735e-18,0.400968112660767,0.003,0.02,3.55310508860554e-13,1,"ZBTB12"
1.91076748588967e-17,0.354193777126246,0.003,0.021,7.37670895602566e-13,1,"CPNE9"
2.95849864115154e-17,1.02211785790292,0.005,0.024,1.14215798540296e-12,1,"MC1R"
3.21544604556608e-17,3.21388175914568,0.023,0.01,1.24135510035124e-12,1,"SLC6A2"
3.32742543830487e-17,0.49733005585959,0.005,0.023,1.28458586471198e-12,1,"PPP1R21-DT"
8.30977792443915e-17,0.382480887040225,0.004,0.022,3.20807286550898e-12,1,"LINC01684"
2.26844288828208e-16,0.568651723417488,0.006,0.024,8.7575506145018e-12,1,"ICAM5"
4.81907385526701e-16,0.527410465741064,0.005,0.022,1.86045165256438e-11,1,"LRRC8D-DT"
2.18037504296843e-15,0.37327495435989,0.002,0.016,8.41755589088393e-11,1,"SLC25A34"
3.50414639232781e-15,0.224700672506179,0.003,0.019,1.35281075622207e-10,1,"AP1AR-DT"
5.22645848790266e-15,0.241913301578234,0.002,0.017,2.0177265638397e-10,1,"INPP5D"
1.2457349127912e-14,0.771682352107296,0.003,0.018,4.8092842043217e-10,1,"KLRD1"
3.08325927567184e-14,0.322981782710841,0.002,0.016,1.19032307596587e-09,1,"LINC01364"
4.14814193552212e-14,0.738745572440592,0.003,0.016,1.60143167562767e-09,1,"N4BP2L2-IT2"
6.29054321926956e-14,0.708719157524997,0.004,0.018,2.42852711523121e-09,1,"LINC01828"
1.39404679561476e-13,1.02483648981751,0.004,0.019,5.38185705915033e-09,1,"LERFS"
1.39769400812281e-13,0.333997458516937,0.002,0.014,5.39593748775892e-09,1,"HRG-AS1"
3.19385173865843e-13,0.789061011544261,0.002,0.014,1.23301840222647e-08,1,"ABCB11"
3.37293201646077e-13,0.495208215271187,0.002,0.014,1.30215413427485e-08,1,"CELA2B"
7.58913687111826e-13,0.431109516258544,0.002,0.014,2.92986218046392e-08,1,"MMP23B"
8.6859044812867e-13,0.439857108986687,0.004,0.017,3.35328028404554e-08,1,"GPX3"
3.7634374821313e-12,0.416212476131846,0.003,0.015,1.45291267435161e-07,1,"SNRK-AS1"
7.05622282400928e-12,0.724454358717808,0.003,0.015,2.72412538343702e-07,1,"SGK2"
1.6772511253597e-11,3.78558708819826,0.014,0.006,6.47519569456367e-07,1,"DBH"
1.71036156356012e-11,1.6930491158687,0.006,0.019,6.60302185228019e-07,1,"EME2"
2.60995033181247e-11,0.688524906886085,0.003,0.014,1.00759742509952e-06,1,"STRIT1"
2.6336224029548e-11,0.298306870168418,0.002,0.013,1.01673626488473e-06,1,"VN1R1"
2.85858486198421e-11,1.31262166722602,0.004,0.017,1.10358527181763e-06,1,"KBTBD8"
2.98443813231212e-11,1.83131232782872,0.008,0.023,1.15217218536042e-06,1,"LIME1"
4.77859639542033e-11,0.575372294181415,0.002,0.012,1.84482492441597e-06,1,"C1orf162"
4.91638306923327e-11,0.157281287934713,0.002,0.013,1.8980188477082e-06,1,"TMC5"
5.38321046296776e-11,1.12071474678126,0.004,0.015,2.07824223133334e-06,1,"IGIP"
9.92487222423321e-11,0.380438917474166,0.002,0.012,3.83159617088747e-06,1,"FBXW10"
1.52785566615452e-10,0.341255171506873,0.002,0.011,5.89843958475614e-06,1,"SCARF1"
2.59327981394017e-10,1.11527845661144,0.002,0.012,1.00116160496974e-05,1,"DCAF8L2"
2.80335649279252e-10,0.326742218288516,0.001,0.01,1.08226380760748e-05,1,"C5orf64"
3.33763301294925e-10,0.800555145562667,0.002,0.012,1.28852660097919e-05,1,"HSD17B6"
3.56627248424638e-10,1.22067224190314,0.003,0.013,1.37679515526816e-05,1,"MIR3677HG"
5.41770737700369e-10,0.717053412778426,0.004,0.015,2.09156010996604e-05,1,"SLC26A4-AS1"
6.8985160006948e-10,0.194439263340487,0.002,0.011,2.66324108722823e-05,1,"STEAP3-AS1"
1.54354916976562e-09,1.17375972788748,0.004,0.014,5.95902592479714e-05,1,"WAS"
1.81595921628135e-09,0.681356529166284,0.001,0.01,7.01069215037577e-05,1,"ANKRD10-IT1"
1.82772948166494e-09,0.909744889922898,0.003,0.012,7.05613243691565e-05,1,"RAMACL"
1.91579147763827e-09,1.21256463973273,0.001,0.01,7.3961045785703e-05,1,"LINC02134"
1.96846755595177e-09,0.534043981712873,0.002,0.011,7.5994658465074e-05,1,"UFD1-AS1"
2.87839698682967e-09,0.450882167146675,0.001,0.01,0.000111123394073546,1,"BIK"
3.58349694629471e-09,1.02120045892323,0.003,0.012,0.000138344483108654,1,"TMEM86B"
4.05938214228329e-09,1.02103559497628,0.003,0.013,0.000156716506984989,1,"KLKP1"
4.56989696261109e-09,1.49114577796035,0.002,0.011,0.000176425442138564,1,"PTCHD1-AS"
4.8665322932969e-09,1.52161069240739,0.003,0.012,0.00018787734571502,1,"RAPGEF3"
5.55103387552249e-09,0.77341940984119,0.002,0.011,0.000214303213798421,1,"CNOT10-AS1"
7.9301365443752e-09,0.382672487844656,0.002,0.01,0.000306150851432149,1,"C1QTNF12"
8.37087325505553e-09,0.544946105345027,0.002,0.01,0.000323165932884674,1,"LINC02115"
1.1468242595098e-08,0.967316388267192,0.002,0.011,0.000442742973626352,1,"BRWD1-AS2"
2.53558954594765e-08,1.37768249270817,0.002,0.01,0.00097888970010855,1,"UPK3BL2"
2.62704035884752e-08,0.997108447408873,0.002,0.01,0.00101419520093667,1,"SPATS1"
3.20441506379293e-08,1.4170633654715,0.005,0.014,0.0012370964795279,1,"DRD4"
6.01245495738337e-08,0.972216972231196,0.002,0.01,0.00232116836084742,1,"CARS1-AS1"
1.90035655797705e-07,0.400789023900272,0.004,0.013,0.00733651652772618,1,"TRH"
2.12049076245072e-07,0.703946487822648,0.006,0.016,0.00818636663751724,1,"TNMD"
2.22478339744659e-07,1.32702759247572,0.003,0.011,0.00858899878418232,1,"NPIPA9"
5.67836237562234e-07,1.93274834177685,0.005,0.013,0.0219218857873276,1,"SCNN1D"
7.58192209754173e-07,1.14986442863028,0.003,0.01,0.0292707684497696,1,"UCKL1-AS1"
2.44942360920067e-06,1.36089831215685,0.003,0.01,0.0945624478568009,1,"MIF-AS1"
6.59255995131245e-06,2.93721048625931,0.016,0.009,0.254512369480369,1,"PHOX2B-AS1"
0.000206307214698981,1.87284265684199,0.015,0.024,1,1,"SLC17A8"
0,2.25587482457213,0.535,0.225,0,2,"PPP1R15A"
0,2.64945505335974,0.429,0.132,0,2,"TBC1D22A-DT"
0,2.79774383095173,0.395,0.108,0,2,"HRK"
0,2.39741889100911,0.381,0.115,0,2,"ATF3"
0,3.13114214853491,0.324,0.073,0,2,"SNHG21"
0,2.23737773085409,0.395,0.146,0,2,"ATF5"
0,1.57964920493824,0.548,0.311,0,2,"LRIF1"
0,1.84088341619321,0.396,0.174,0,2,"ZFPL1"
0,1.67921068902136,0.444,0.227,0,2,"DNAJB9"
0,1.29335946485835,0.66,0.449,0,2,"CEBPZ"
0,1.38466448071641,0.636,0.443,0,2,"MRPL18"
0,1.32201575310639,0.757,0.568,0,2,"DGUOK"
0,1.06734984281936,0.734,0.551,0,2,"ARF1"
0,1.35569264585698,0.814,0.631,0,2,"DDX18"
0,4.87850776444536,0.171,0.009,0,2,"GPNMB"
0,2.47650097880217,0.191,0.044,0,2,"RPP25"
0,2.05178523535114,0.189,0.049,0,2,"EEF1AKMT4"
0,1.23046609771551,0.822,0.688,0,2,"EIF5"
0,2.73492208686339,0.156,0.033,0,2,"COA6-AS1"
0,3.41035500087692,0.141,0.022,0,2,"TSPAN19"
0,3.03115648170598,0.136,0.022,0,2,"CSRP1"
0,5.03804783149819,0.109,0.003,0,2,"KLKP1"
0,5.94124465752955,0.109,0.003,0,2,"LINC02154"
0,4.59246632158303,0.112,0.012,0,2,"DHRS2"
0,4.18349949555511,0.103,0.007,0,2,"PINCR"
0,5.8591949472063,0.083,0.001,0,2,"LINC02621"
0,3.80759220246401,0.08,0.007,0,2,"TNFRSF10D"
0,4.65185969727959,0.076,0.007,0,2,"SERPINB9"
0,6.85955740169223,0.038,0,0,2,"GZMB"
0,6.12906328992115,0.038,0,0,2,"KLK4"
7.50564418886184e-306,1.75104983509285,0.304,0.118,2.8976289955905e-301,2,"DNAJC25"
4.49978392252584e-302,1.60552359863886,0.314,0.125,1.73718658113024e-297,2,"USP36"
2.98017291544696e-298,1.50864188807973,0.437,0.226,1.15052555573922e-293,2,"YIPF5"
6.06964682245254e-286,5.02331639004279,0.054,0.004,2.34324785227603e-281,2,"HSPA6"
2.04276809434427e-285,1.63182935708115,0.38,0.179,7.88631050502548e-281,2,"EIF2AK3"
2.30909924637755e-281,1.40915275221912,0.471,0.271,8.91450855056515e-277,2,"EXOSC1"
7.80827378480262e-280,1.39937517053382,0.414,0.209,3.0144621773609e-275,2,"SLC30A5"
2.10501126136108e-276,1.09068170721566,0.652,0.479,8.12660647561058e-272,2,"CIR1"
2.44420115495421e-274,1.42504521398336,0.412,0.21,9.43608297881621e-270,2,"CFAP68"
3.91810311087853e-270,4.51234059739161,0.04,0.002,1.51262288698577e-265,2,"LENEP"
1.58877314916035e-269,3.22391663785968,0.107,0.019,6.13361761964845e-265,2,"S100A10"
1.19744514111556e-268,4.96941413243442,0.036,0.001,4.62285671179074e-264,2,"CLDN3"
1.01972300285088e-260,1.11850091980905,0.614,0.45,3.9367426248061e-256,2,"PSMC4"
8.7694705056883e-260,1.74706452394785,0.375,0.182,3.38554178342603e-255,2,"FAM200A"
3.20073815385514e-257,5.66729474263115,0.03,0.001,1.23567697167732e-252,2,"NKX2-5"
8.76268339283693e-257,1.33103363202804,0.497,0.308,3.38292155063863e-252,2,"CRIPT"
1.19247600621996e-254,3.75529836886571,0.062,0.006,4.60367286961277e-250,2,"RRAD"
9.13406096237235e-253,5.89945623640177,0.032,0.001,3.52629557513347e-248,2,"PTCRA"
1.46326074391089e-248,2.66217441203744,0.094,0.016,5.64906442794237e-244,2,"ICAM5"
1.20494882232132e-247,1.15329063871801,0.541,0.35,4.6518254234537e-243,2,"EIF2A"
1.68480422187794e-247,1.60265194510194,0.321,0.145,6.50435517898197e-243,2,"MRPL49"
